alpha,beta,llhd
5.33684210526316,47.3736842105263,-4894.90426632434
6.38421052631579,47.3736842105263,-4922.51390434485
7.43157894736842,47.3736842105263,-4950.53403476774
8.47894736842105,47.3736842105263,-4978.73940229343
9.52631578947368,47.3736842105263,-5006.9578192447
10.5736842105263,47.3736842105263,-5035.05934751376
11.6210526315789,47.3736842105263,-5062.94736029506
12.6684210526316,47.3736842105263,-5090.5511060899
13.7157894736842,47.3736842105263,-5117.8197044544
14.7631578947368,47.3736842105263,-5144.71742604633
15.8105263157895,47.3736842105263,-5171.22004650306
16.8578947368421,47.3736842105263,-5197.31205706251
17.9052631578947,47.3736842105263,-5222.98454002265
18.9526315789474,47.3736842105263,-5248.23355232619
20.0,47.3736842105263,-5273.05889463475
0.1,50.0,-4788.77917761159
1.14736842105263,50.0,-4807.48776103226
2.19473684210526,50.0,-4830.06807904639
3.24210526315789,50.0,-4854.93451158181
4.28947368421053,50.0,-4881.25771639176
5.33684210526316,50.0,-4908.52454229489
6.38421052631579,50.0,-4936.37721972182
7.43157894736842,50.0,-4964.547792725
8.47894736842105,50.0,-4992.83100978301
9.52631578947368,50.0,-5021.07046528526
10.5736842105263,50.0,-5049.14867592236
11.6210526315789,50.0,-5076.97882596145
12.6684210526316,50.0,-5104.49788781122
13.7157894736842,50.0,-5131.6610682692
14.7631578947368,50.0,-5158.43744633403
15.8105263157895,50.0,-5184.80660697224
16.8578947368421,50.0,-5210.75606883173
17.9052631578947,50.0,-5236.27932751727
18.9526315789474,50.0,-5261.37436892313
20.0,50.0,-5286.04253887404
