year,ARG,AUS,AUT,BDI,BEL,BEN,BFA,BGD,BHS,BLZ,BMU,BOL,BRA,BWA,CAF,CHL,CHN,CIV,CMR,COD,COG,COL,CRI,DNK,DOM,DZA,ECU,EGY,ESP,FIN,FJI,FRA,GAB,GBR,GHA,GRC,GTM,GUY,HND,HTI,IDN,IND,IRN,ITA,JPN,KEN,KOR,LSO,LUX,MDG,MEX,MWI,MYS,NER,NGA,NIC,NLD,NOR,NPL,PAK,PAN,PER,PHL,PNG,PRI,PRT,PRY,RWA,SDN,SEN,SGP,SLE,SUR,SWE,SYC,SYR,TCD,TGO,THA,TTO,TUR,URY,USA,VCT,ZAF,ZMB,ZWE,WLD
1992,1.258768622,1.810003961,2.689414423,1.515450618,2.574039173,1.184164392,1.42051634,1.173660097,1.465274496,3.217616929,2.224042793,1.358821891,2.292747625,10.35773665,0.795573176,1.898168154,4.62034983,1.193877158,1.256031105,0.501094203,1.964179324,1.931109419,1.780144186,2.230227004,2.198496838,1.436614993,1.684863018,2.701373836,3.135613426,2.464277151,1.610627203,2.594342353,2.465039541,2.093148407,0.800236291,3.141814471,1.518892238,1.005371671,1.380953893,0.870223749,2.729389713,1.786985668,1.56709717,2.901412387,4.70598608,1.577735459,10.50796618,2.267548162,2.786694032,0.595847818,2.040247309,1.289401587,3.735837713,0.591564906,1.10041163,0.713227182,2.235212286,2.746513379,1.35536058,2.480380895,2.162706856,0.971855933,1.507887382,1.685643623,3.134531758,3.919240528,2.689391635,1.070985983,1.023621466,0.849268268,6.9141062,0.920906063,1.694359929,2.018263823,2.883196929,2.067558439,0.830231849,1.435071192,4.962495759,1.565642062,2.164905785,1.379108049,2.066969823,2.123367666,1.080741468,0.69311481,1.322709331,1.892686309
1993,1.343704002,1.866584438,2.68137968,1.468937674,2.539341132,1.198716393,1.433613132,1.205697569,1.438207417,3.35002799,2.278704559,1.388651293,2.367091417,10.25612603,0.773067306,1.992002272,5.201682091,1.148794854,1.123231798,0.419924001,1.890048545,1.995381315,1.859774779,2.223046567,2.314065785,1.375286826,1.684371823,2.716649452,3.087219678,2.436147722,1.640058881,2.566856921,2.49511677,2.140127251,0.81877763,3.073412437,1.538787636,1.084372782,1.429971878,0.807299999,2.858510908,1.833938106,1.534137799,2.874910836,4.669214623,1.537408013,11.11714298,2.313559008,2.865034169,0.589821769,2.040119377,1.394813756,3.992705082,0.575041249,1.050814435,0.694806324,2.247600942,2.807897324,1.370131515,2.460221421,2.23423882,1.002518121,1.504886196,1.920532949,3.252607571,3.834466548,2.751920243,0.953325205,1.052888164,0.837501303,7.513925993,0.934841596,1.570156078,1.965126802,2.998716959,2.133017259,0.684029141,1.226748744,5.29416705,1.544984024,2.290118119,1.407717207,2.096025394,2.205852774,1.07439961,0.722634273,1.317621118,1.896932319
1994,1.403097342,1.922288876,2.735242215,1.404790615,2.613218661,1.178089786,1.416312002,1.228807262,1.454062305,3.284926882,2.276523896,1.425270904,2.466105806,10.33639663,0.785839689,2.060949269,5.813732248,1.117348631,1.112065265,0.384773939,1.736002378,2.070684355,1.897144404,2.333695313,2.328789398,1.334483246,1.722851837,2.761879746,3.145781361,2.521799881,1.720203483,2.617586389,2.520976466,2.216785915,0.82608182,3.119223469,1.561480432,1.173195224,1.393432925,0.69751489,3.023715546,1.916926259,1.502293369,2.936152632,4.706641165,1.533089896,12.0259432,2.419614203,2.934271416,0.571318555,2.100536611,1.267482121,4.240614686,0.567182797,1.005516418,0.702695497,2.300243538,2.933100171,1.446822968,2.479136329,2.251391153,1.10387652,1.534323152,1.961476435,3.357428685,3.86105924,2.827925463,0.556867173,1.038082997,0.815179096,8.089880328,0.912544336,1.607657955,2.027892076,2.896513579,2.223540956,0.736831776,1.405644309,5.636191278,1.590974542,2.145237667,1.501602428,2.153894188,2.172157065,1.089752101,0.644462984,1.430865797,1.92996987
1995,1.345333497,1.974892298,2.803921759,1.218010676,2.669939885,1.223869676,1.459382623,1.267848749,1.489576774,3.222474262,2.359725452,1.463837715,2.530424065,10.77576625,0.819574643,2.212961554,6.380859206,1.155329333,1.112827978,0.371589349,1.757075196,2.137553072,1.929658795,2.391856791,2.415587588,1.358878093,1.729047895,2.827445025,3.21829027,2.618129516,1.759997029,2.663032063,2.579490042,2.266902646,0.840424138,3.169874204,1.599041678,1.228710952,1.438974137,0.75235962,3.219225452,2.021455211,1.517891485,3.020866577,4.819154343,1.556299062,13.05021119,2.468956621,2.934779043,0.562771753,1.932175075,1.482294129,4.530639493,0.562136258,0.979417226,0.7290019,2.360233278,3.039166782,1.462722399,2.526470146,2.244707534,1.16309973,1.568195303,1.828823775,3.477881942,4.012504408,2.949600845,0.891491672,1.071623504,0.838277159,8.41093271,0.837757617,1.578271733,2.096663354,2.830675518,2.314800948,0.713906798,1.449705044,6.010309624,1.643470396,2.275408323,1.471398792,2.185528825,2.336145315,1.105191971,0.647107565,1.415470755,1.960228046
1996,1.401904331,2.026314351,2.865928664,1.120999872,2.699941173,1.244409866,1.57925799,1.302159903,1.525103679,3.158088182,2.405668067,1.499400863,2.547036353,11.12621896,0.766472067,2.331377295,6.940870835,1.201668553,1.1286657,0.360843884,1.784132095,2.142047338,1.911119199,2.447333654,2.514438009,1.389866927,1.727092185,2.905190461,3.290182158,2.70525221,1.834538267,2.691039825,2.606470294,2.304276005,0.859144872,3.246263196,1.607252346,1.323148507,1.425738306,0.769066428,3.41517518,2.13205121,1.593226747,3.058274825,4.958916625,1.577557087,13.94645069,2.579115935,2.935578809,0.556893578,2.026622705,1.560245083,4.850814179,0.544072852,0.995049046,0.760678769,2.431566686,3.175835884,1.508310956,2.569444456,2.289469148,1.173656713,1.620446045,1.900497719,3.518653245,4.137526252,2.927513378,0.851164739,1.107759545,0.834830196,8.679324323,0.847897119,1.560494974,2.126392451,2.926618992,2.473898431,0.69815358,1.518779636,6.267087879,1.753200257,2.403276436,1.544646314,2.241746292,2.363831174,1.135280092,0.670524855,1.536391648,2.001024696
1997,1.497560764,2.082940078,2.922616043,1.104413445,2.795594393,1.278039392,1.636470186,1.336517225,1.602439853,3.161618244,2.501022126,1.545014765,2.594292615,11.77581419,0.784947563,2.470941153,7.504781718,1.27255021,1.148803512,0.335229754,1.73694447,2.176352302,1.970932404,2.516658405,2.691574244,1.381730016,1.769880887,2.999402903,3.397730539,2.868055715,1.776262787,2.744110339,2.68781595,2.39870817,0.874418713,3.375142501,1.638303042,1.40187698,1.450624396,0.775439709,3.518819875,2.17622461,1.59194333,3.112600527,4.995657534,1.54321977,14.6688252,2.650933533,3.056132484,0.559432007,2.1282823,1.588276099,5.06879624,0.534262403,0.998755807,0.777352889,2.523805294,3.325584925,1.552739211,2.520296355,2.388793529,1.227104146,1.66291057,1.762032664,3.656230434,4.300370926,2.984175848,0.848817711,1.278049027,0.840476505,9.090717938,0.787619524,1.616471552,2.19042925,3.238462468,2.530214412,0.712815681,1.681663262,6.01677373,1.878316671,2.543887359,1.667152187,2.313419674,2.446986768,1.148761461,0.678482231,1.551997251,2.048845929
1998,1.537311233,2.157422236,3.023967397,1.135504628,2.844358614,1.288877167,1.708444373,1.379581813,1.504911663,3.171969218,2.579544899,1.593481841,2.565121288,11.56841609,0.79951158,2.542071373,8.016312485,1.283009882,1.171706181,0.322072656,1.763749398,2.15111641,2.066640318,2.563156537,2.82650353,1.430426631,1.795955553,3.099445091,3.532347443,3.016551923,1.778629342,2.832063275,2.712266674,2.4672421,0.8936689,3.487220849,1.679959394,1.375631224,1.463538853,0.778034394,3.009447773,2.267602565,1.59993835,3.168046039,4.918812128,1.551701142,13.81629954,2.673991866,3.21981397,0.56335218,2.200770283,1.616352033,4.574902025,0.568017762,0.999080138,0.793468985,2.625274958,3.392602287,1.568944517,2.510913664,2.513344333,1.200860991,1.614984044,1.636757689,3.836332209,4.484410075,2.922423804,0.895068548,1.303404898,0.869871652,8.594547764,0.793581285,1.62191316,2.283608943,3.442613995,2.632775291,0.736829736,1.59581776,5.489396617,2.024163602,2.56466702,1.733081918,2.389080321,2.549549758,1.140225884,0.658610476,1.571062822,2.077136406
1999,1.468253488,2.239714634,3.125422854,1.097692886,2.938384762,1.316840565,1.781894361,1.416619682,1.662777817,3.33970914,2.651919751,1.571437147,2.540782239,12.41781858,0.805567018,2.505103157,8.556089737,1.259317154,1.192543371,0.299625699,1.67292885,2.02647007,2.109577139,2.63000223,2.948387708,1.455700363,1.681568205,3.218330708,3.676039319,3.141364014,1.91288122,2.913873048,2.408413759,2.53314676,0.910509015,3.580612101,1.703736762,1.413891177,1.414906816,0.784709224,2.988095713,2.422963577,1.606331068,3.219008328,4.893443817,1.543621543,15.29152809,2.675129099,3.436313193,0.571829742,2.224573477,1.628873311,4.734538984,0.547768916,0.979686938,0.836628771,2.739142963,3.437272912,1.608331814,2.52946966,2.560377177,1.198662866,1.63056623,1.609935013,4.022905218,4.633315327,2.823668911,0.922949473,1.311606711,0.903358729,9.013694563,0.773498971,1.569602263,2.37874361,3.438846525,2.475240759,0.706789733,1.588507521,5.676273217,2.179199228,2.443934666,1.691035922,2.475039073,2.622555654,1.154684755,0.671413242,1.535859432,2.121644015
2000,1.440254078,2.300608653,3.223168473,1.066292658,3.040213093,1.352258933,1.762171448,1.463451725,1.706503587,3.653608163,2.873310609,1.582050022,2.616266612,12.40484718,0.763820922,2.599604591,9.209655009,1.222045006,1.206032548,0.270949439,1.732271079,2.052228179,2.148369595,2.71944031,3.039075464,1.489975996,1.671054353,3.353142269,3.85162169,3.315835303,1.859837744,3.007477864,2.303342206,2.62741511,0.920733415,3.705774672,1.722776516,1.392703188,1.47716855,0.777213261,3.09007088,2.470597889,1.672483047,3.339397518,5.020325486,1.508258814,16.53819892,2.772705493,3.625668118,0.579430805,2.297821839,1.616910243,5.024472591,0.522935233,1.002393876,0.858475431,2.833740313,3.524486898,1.67909283,2.557352564,2.57855025,1.212384835,1.664710595,1.516503836,4.1430594,4.776440942,2.705682652,0.987826192,1.354865856,0.916645155,9.659614852,0.805355934,1.573991966,2.488124302,3.459898969,2.429854658,0.677054981,1.531973375,5.870504775,2.3206054,2.575554409,1.651720106,2.54744488,2.669802682,1.191652108,0.678545609,1.474001528,2.187827416
2001,1.361705544,2.317624262,3.251540707,1.061609629,3.063090177,1.382108222,1.822444281,1.508825119,1.726798486,3.718806306,3.047759903,1.580468181,2.617827188,12.18928415,0.780157946,2.651854993,9.905136366,1.164812407,1.225566402,0.257369339,1.731793939,2.054044069,2.182764623,2.732018654,3.067756418,1.513703814,1.708522411,3.40102095,3.975417994,3.394641265,1.877167185,3.044846598,2.291927889,2.67378643,0.932429523,3.838873239,1.721112863,1.4230291,1.477198684,0.760762924,3.157812866,2.543364887,1.683456538,3.402649848,5.027580443,1.51857106,17.20816242,2.87024704,3.692908841,0.595955726,2.25351256,1.500468231,4.922332266,0.54188497,1.033933444,0.872056356,2.877874632,3.579452993,1.731724699,2.567618576,2.543123998,1.203598807,1.679538886,1.464111252,4.395208032,4.835060454,2.637952883,1.056789735,1.402755372,0.933671705,9.301854986,0.711854099,1.611846771,2.517422013,3.378362523,2.393612112,0.731226515,1.503345293,6.017049226,2.405847539,2.391704864,1.584032672,2.546427947,2.720588492,1.213035623,0.693530034,1.485643058,2.202386986
2002,1.200398581,2.38291928,3.289020447,1.078261344,3.101439594,1.403516516,1.844188902,1.537820052,1.750266772,3.788515106,2.983247004,1.591635617,2.663907302,12.6899992,0.790711731,2.707175624,10.73765119,1.104916759,1.246579585,0.25697883,1.769246784,2.073407404,2.219346394,2.736004142,3.159708287,1.577054742,1.747889051,3.410249621,4.026699979,3.44423455,1.917699831,3.057062191,2.226400383,2.709637697,0.947973599,3.97487003,1.746592021,1.438173807,1.49291136,0.755467524,3.254882997,2.593619437,1.801833164,3.406214447,5.018008331,1.48125159,18.4306876,2.893829227,3.772291975,0.506776718,2.218623726,1.488983451,5.058782939,0.549135702,1.160860552,0.867563963,2.865776975,3.611690849,1.708063431,2.566810815,2.549861789,1.254397539,1.706391946,1.413632368,4.429773014,4.845723817,2.599985959,1.175004452,1.447304389,0.912019887,9.578978605,0.850357562,1.629325745,2.564368761,3.316376037,2.42505776,0.766428064,1.520646956,6.330085001,2.582521508,2.510550171,1.459123087,2.565698653,2.870750748,1.246526057,0.702962607,1.345189997,2.223947295
2003,1.293060104,2.428962352,3.303852171,1.032170112,3.120540733,1.408737945,1.927309508,1.582818735,1.705221055,4.016352997,3.064876734,1.606489921,2.662541099,13.04640045,0.730164198,2.805488506,11.74213447,1.027565279,1.279166822,0.263441503,1.734941157,2.122971131,2.278686746,2.739215067,3.073591624,1.667862212,1.764357385,3.446441221,4.072455129,3.504881961,1.917887298,3.060406708,2.21582131,2.781280144,0.97056215,4.195171679,1.752670298,1.428632231,1.521357345,0.768394673,3.365148662,2.749665083,1.939420819,3.395808162,5.084150296,1.480109359,18.91247312,3.03261927,3.824345581,0.540280843,2.21748413,1.534425905,5.222475322,0.541733867,1.213043043,0.878729787,2.856727143,3.623247078,1.75120138,2.656298358,2.606471454,1.292980828,1.757365109,1.397186234,4.429366187,4.782644991,2.678508671,1.173455592,1.497879665,0.939636423,10.16341848,0.892933539,1.704077687,2.613856729,3.156653477,2.533734358,0.845031172,1.581087235,6.727101175,2.938903555,2.620347434,1.469201988,2.614869766,3.072103335,1.27148143,0.728914775,1.108142755,2.263929134
2004,1.39557594,2.504461467,3.373223524,1.042604134,3.218024208,1.42728415,1.951416367,1.638308296,1.697213999,4.076792654,3.115602631,1.644679534,2.784000419,13.16717172,0.757330622,2.963054281,12.85312343,1.035797142,1.332261576,0.272934361,1.735285681,2.204480021,2.343594181,2.805044814,3.109611305,1.715271089,1.876303785,3.515322031,4.127785484,3.634232707,1.99998994,3.123959876,2.170152115,2.830351385,0.997921417,4.396597745,1.769642511,1.451230101,1.576438251,0.745640185,3.489728833,2.918291214,1.991092334,3.421932714,5.193547144,1.50984021,19.81673257,3.095819244,3.929931486,0.552279116,2.270803242,1.57545294,5.446014493,0.524746058,1.290011118,0.914557692,2.903325735,3.744873644,1.810569617,2.793620824,2.749214993,1.343925723,1.835962641,1.389096015,4.815891565,4.856566513,2.754731773,1.228746615,1.532740756,0.958986316,11.03464758,0.920468387,1.824328558,2.716510887,3.078052556,2.637842969,1.080212597,1.525042386,7.091706886,3.154778284,2.838082576,1.541047714,2.690592414,3.212713105,1.317016107,0.75576374,1.036486715,2.335388491
2005,1.503488808,2.552188573,3.42550435,1.013777376,3.274676095,1.406334276,2.054713284,1.719092757,1.731049381,4.04386664,3.147321955,1.687892041,2.841227538,13.5218793,0.747196156,3.105503651,14.23372563,1.022660488,1.325227845,0.280793583,1.803774343,2.279584355,2.401171579,2.862691585,3.357628659,1.791862146,1.941809218,3.600397241,4.206863385,3.722496925,1.995047499,3.152190489,2.165214272,2.885990992,1.029059633,4.409988386,1.790045322,1.424256395,1.631774661,0.755861057,3.642174798,3.099400689,2.021789205,3.433008013,5.286737027,1.552126658,20.62677028,3.216018112,3.966352746,0.561876952,2.290234704,1.58303483,5.605783424,0.543368715,1.336576141,0.941753687,2.955954297,3.817106292,1.853523025,2.912188099,2.891154128,1.415535182,1.889767551,1.430485041,4.727016195,4.885464964,2.78239678,1.309069232,1.573342249,0.975220409,11.5722659,0.936547175,1.885565032,2.783017823,3.339745433,2.726471312,1.21784422,1.416618765,7.331410836,3.331314807,3.051886674,1.654083195,2.758766217,3.309267249,1.373473579,0.784040124,0.972185926,2.398608064
2006,1.607755482,2.586988022,3.526331257,1.031079655,3.336180511,1.417745415,2.116081244,1.811723161,1.750161678,4.106922524,3.302808236,1.738224436,2.922144619,14.38011364,0.767255887,3.261275438,15.95505344,1.028475584,1.338811345,0.286457606,1.876069473,2.401307855,2.540435647,2.964948746,3.618526726,1.796249946,1.992723392,3.772644838,4.306051652,3.857584155,2.013228982,3.207072813,2.042566025,2.926747815,1.066399864,4.645287805,1.848010917,1.499964821,1.698392235,0.75641401,3.792925704,3.298569563,2.090315711,3.483993585,5.355894271,1.604152233,21.59889504,3.35315077,4.138457087,0.575128591,2.360842862,1.611617178,5.788046861,0.55516318,1.379859056,0.967539659,3.053351509,3.877356256,1.898991436,3.019934276,3.082835674,1.509569848,1.953090052,1.46080476,4.680170047,4.955910262,2.88569735,1.392257928,1.625454563,0.972315554,12.22590721,0.95486281,1.972631065,2.896445695,3.578648913,2.739002331,1.183097674,1.413898955,7.637815119,3.74983247,3.221884793,1.719484169,2.808327075,3.560388861,1.436531153,0.817267743,0.930485598,2.473544947
2007,1.735028791,2.636170563,3.645934921,1.028216341,3.433541546,1.460023339,2.137269621,1.919324688,1.750651543,4.120894455,3.394091757,1.786028853,3.067691672,14.91707683,0.787709893,3.396357543,18.13065589,1.017575639,1.358445609,0.294756323,1.688658802,2.531527121,2.710841853,2.978668497,3.838077974,1.827331704,2.001676685,3.961959356,4.379451385,4.044766223,1.979148829,3.26464735,2.099283657,2.978490808,1.08413636,4.78515668,1.926683494,1.611754131,1.762696833,0.779022753,3.981018726,3.499572048,2.228171048,3.517994649,5.429131965,1.663959147,22.73637086,3.481803224,4.405057791,0.590437067,2.383362238,1.716968958,6.020183165,0.552135529,1.431489067,1.002581885,3.161664863,3.952346846,1.949465045,3.098804857,3.388861562,1.625599373,2.041868252,1.52653314,4.652917536,5.070171356,3.011962282,1.458706037,1.664591633,0.973824609,12.78499627,1.009328372,2.050199795,2.973925694,3.931473437,2.716735117,1.181110975,1.357243653,7.991818447,3.905580178,3.342715996,1.828459155,2.837672131,3.698715489,1.498268165,0.854790635,0.88784581,2.550145052
2008,1.78759644,2.676069273,3.687619155,1.034767669,3.421748955,1.487028297,2.195640285,2.016763625,1.685800324,3.945436082,3.311113672,1.863331239,3.192292785,15.09263872,0.787395305,3.489954397,19.77878329,1.043766693,1.358050554,0.303247491,1.736651101,2.584290282,2.800245724,2.94605678,3.911036193,1.839481296,2.092952012,4.163154322,4.348372835,4.057543089,1.986025093,3.25477232,1.966138437,2.950580027,1.153281632,4.756474949,1.952147695,1.645200213,1.79707636,0.786832111,4.165824526,3.55664239,2.203325181,3.461145944,5.360067437,1.618875016,23.24424506,3.652800443,4.314028421,0.611990952,2.380255391,1.795720145,6.180644286,0.573374528,1.487316328,1.022395059,3.217732458,3.921986757,2.05555418,3.083602486,3.65504898,1.761287227,2.091096354,1.475754112,4.593984453,5.079028974,3.17637491,1.578611058,1.674505122,0.983598971,12.34832565,1.037319767,2.111186692,2.937552514,3.761992422,2.736439651,1.175938885,1.372669324,8.069179982,4.015021556,3.329709045,1.955281143,2.81439278,3.730783332,1.528659107,0.888923244,0.725161359,2.570854385
2009,1.664825117,2.670518857,3.53951183,1.021029115,3.325737391,1.477385857,2.195366395,2.099948788,1.592309628,3.821325988,3.107525563,1.893171677,3.158031875,12.69433426,0.836783841,3.415677677,21.53038199,1.05871616,1.353981535,0.302099814,1.862412113,2.58433324,2.73855471,2.786556853,3.896843723,1.835648706,2.069691687,4.273308,4.147836841,3.71212329,1.948390309,3.145073562,1.904927829,2.796263664,1.178879502,4.539954632,1.924906046,1.711178754,1.716196748,0.819874251,4.303584342,3.783261307,2.195448633,3.263462304,5.055537761,1.623621135,23.30822925,3.581527388,4.09771169,0.57084775,2.226731226,1.889558863,5.967823516,0.563385053,1.563618063,0.974526677,3.083841372,3.805951424,2.137174511,3.101016647,3.633873521,1.768119066,2.082704776,1.528799285,4.528923945,4.915769176,3.136177042,1.633537527,1.578429734,0.983974456,11.99679698,1.041495289,2.150449001,2.786231466,3.70583801,2.851326403,1.183165045,1.408806933,7.956091885,3.815712976,3.129406336,2.033359122,2.717295781,3.695310727,1.487352354,0.936977864,0.804028613,2.505394748
2010,1.828715436,2.687312057,3.595881286,1.024278252,3.389883023,1.464985332,2.311833756,2.191789726,1.594217033,3.774015067,3.053567631,1.938140857,3.364024489,13.69412367,0.85758616,3.579252524,23.70556045,1.10752846,1.354070664,0.313235697,1.964030296,2.670229616,2.848443021,2.826111655,4.166680055,1.866711005,2.107373481,4.403075423,4.135510345,3.812906202,1.997568648,3.190621941,1.971358266,2.841850425,1.240973891,4.285719017,1.944384072,1.789919291,1.743654236,0.764718012,4.514577401,4.048588027,2.290346275,3.309180648,5.261764422,1.705717767,24.77059219,3.744833023,4.174894028,0.558154802,2.309851806,1.961892047,6.299188022,0.58931241,1.643079176,1.002713632,3.109260238,3.785216816,2.229006619,3.080658568,3.777443021,1.901013895,2.195546351,1.633826226,4.533095178,4.998891314,3.444256716,1.708230892,1.591155298,0.990133302,13.49741892,1.067032186,2.236367661,2.927010787,3.818394539,2.930838546,1.29846416,1.455333242,8.496625578,3.917064437,3.348171904,2.186476263,2.767845408,3.54729404,1.514388488,0.997952198,0.964343729,2.587540778
2011,1.916286824,2.713606546,3.688527309,1.02849328,3.40276575,1.464876511,2.392810509,2.305204343,1.584142574,3.685005158,2.96477444,2.00507792,3.465395878,14.34009819,0.879971173,3.764515958,25.82811272,1.026523768,1.360750927,0.323734798,1.943278766,2.824694382,2.937215492,2.852123008,4.24170827,1.884724348,2.236166292,4.382935344,4.087281862,3.891962859,2.044409855,3.24488199,2.038036716,2.849831456,1.381204843,3.856449349,1.988828709,1.892294189,1.774509297,0.794708019,4.733304419,4.203166079,2.32109895,3.326861184,5.272774759,1.746082208,25.48681207,3.888924711,4.125763964,0.551309133,2.360520428,1.999037497,6.526662624,0.581024637,1.683121134,1.050485,3.142797598,3.773103119,2.296416215,3.099212981,4.130648744,2.004279063,2.239989038,1.604655832,4.569385917,4.921335099,3.545592337,1.797467666,1.692431819,0.97639959,14.04047159,1.104275021,2.341174645,2.997814841,4.229286956,2.962228475,1.254912702,1.507878601,8.51284965,3.878790103,3.674054413,2.293198692,2.790390045,3.545410832,1.542757804,1.018500987,1.089548137,2.641399203
2012,1.875177021,2.770695621,3.696732459,1.036968897,3.406726658,1.491245233,2.47114135,2.425190024,1.615471496,3.741787298,2.797345837,2.073194356,3.500315079,14.04323319,0.916447371,3.957475198,27.67082557,1.082273484,1.384180903,0.335233919,2.078083746,2.904856074,3.043772162,2.847847217,4.301744929,1.911303233,2.324774811,4.380314885,3.963768024,3.819354743,2.067109513,3.239328006,2.070071697,2.871076341,1.472866454,3.602582973,2.011909243,1.992844807,1.812075429,0.786514967,4.956086996,4.373849237,2.205765644,3.219002344,5.353806058,1.780312421,25.9622939,4.100984808,4.094318076,0.552625918,2.412567519,1.979852892,6.773402409,0.618301112,1.706743887,1.102382123,3.098926679,3.824529943,2.398007084,3.150741519,4.4546318,2.107895519,2.35309348,1.633375426,4.62636476,4.740843588,3.473307243,1.905346521,1.579675014,0.988166999,14.30786707,1.238909939,2.378465154,2.958213637,4.240804854,2.194087312,1.319548388,1.565270442,9.070782199,4.105240954,3.793544535,2.367647994,2.833169571,3.607436087,1.558867731,1.060292928,1.238323216,2.679768848
2013,1.898910858,2.793646001,3.675945771,1.050072029,3.406278728,1.552797964,2.536806874,2.538657921,1.554612102,3.824694443,2.780809666,2.178301068,3.574320716,15.30791957,0.579399133,4.049146158,29.62182191,1.174264598,1.413007991,0.351479286,2.014215022,3.0239048,3.083935125,2.86246876,4.455423252,1.926554817,2.402667466,4.373583996,3.920969585,3.767517864,2.159297005,3.24121166,2.111473943,2.903812726,1.542279295,3.537500461,2.049907018,2.056107627,1.827677989,0.808322133,5.168444344,4.5931808,2.140785502,3.123320596,5.469039831,1.803924572,26.66227654,4.135807556,4.127672533,0.550434841,2.413239399,2.025158622,6.979645359,0.62677049,1.772152563,1.139922103,3.085781692,3.817637527,2.477929209,3.239096394,4.679067493,2.20977744,2.469919896,1.65079328,4.665326108,4.722951727,3.709787834,1.948362654,1.573377125,0.984930409,14.75627264,1.457708879,2.422900495,2.968093623,4.413745925,1.700522714,1.346022671,1.618968478,9.258121854,4.232407259,4.045662463,2.470086975,2.865430656,3.718043762,1.576006885,1.078064504,1.250561354,2.721366332
2014,1.830956805,2.823268065,3.671447492,1.058583943,3.444721844,1.603892858,2.568872021,2.659187795,1.569166697,3.894703345,2.67225781,2.260710272,3.56164922,15.87150636,0.58031523,4.080443135,31.62152011,1.254923205,1.44916549,0.37173216,2.098733253,3.130163408,3.158398712,2.894111448,4.711537976,1.960576643,2.456977947,4.396843768,3.987600686,3.738277842,2.275045841,3.256917419,2.130208483,2.974737359,1.548593401,3.578083089,2.104309744,2.080488915,1.849069693,0.810280072,5.364645767,4.872730062,2.205260915,3.094654327,5.492522855,1.851515528,27.34382285,4.163782992,4.137272031,0.554066011,2.451388386,2.081720268,7.284874741,0.64359984,1.835102298,1.177296981,3.118463245,3.84917336,2.619184387,3.343071203,4.831129239,2.238928852,2.584581878,1.825980708,4.685693688,4.786103258,3.85189118,2.019921673,1.6016582,1.018168867,15.13915707,1.486603799,2.404637371,3.016896325,4.541386961,1.63336477,1.388435692,1.671963493,9.298170853,4.343107579,4.162025185,2.542206837,2.909569196,3.77956768,1.573292677,1.092649941,1.241617462,2.771596471
2015,1.860795254,2.842835171,3.667352353,0.995275376,3.494735532,1.5849399,2.59142121,2.799887038,1.57041685,3.941557737,2.688895245,2.333517327,3.406421251,14.80812095,0.602896217,4.125562977,33.65185459,1.310931093,1.483841085,0.384196653,1.976442321,3.192472957,3.239669952,2.941058747,4.97801042,1.992860621,2.423280021,4.488981313,4.143879433,3.746241474,2.373199189,3.281475369,2.145572242,3.021886333,1.544484473,3.594672971,2.153683062,2.083927987,1.885646734,0.819163166,5.564089642,5.200229545,2.125222797,3.121747326,5.584163683,1.901197567,27.96409817,4.246823751,4.132494462,0.556821314,2.502738055,2.081770293,7.541851206,0.64663219,1.836514622,1.216100594,3.165497971,3.886029224,2.708705079,3.456134505,5.019926333,2.284803536,2.703142289,1.897231046,4.718807699,4.892090695,3.909802732,2.146981307,1.582310283,1.053886782,15.40595817,1.152289671,2.299232376,3.119174429,4.691610871,1.635752627,1.382146026,1.72425214,9.544090039,4.282199865,4.330218465,2.543266426,2.966393202,3.900525014,1.561368249,1.089231463,1.239969094,2.82320095
2016,1.802923332,2.875198699,3.700082341,0.973318269,3.521130183,1.590262956,2.666403939,2.962370374,1.544055163,3.866067655,2.699485975,2.395660625,3.268208331,15.55575629,0.620609906,4.148265861,35.75112978,1.369249763,1.505419587,0.380012767,1.721693692,3.224470243,3.341768585,3.012919661,5.248097429,2.016040531,2.358081685,4.587389149,4.266157687,3.840511141,2.428139349,3.30868066,2.12987415,3.06400686,1.559670332,3.592069544,2.174990864,2.151723291,1.924620022,0.822326456,5.782574644,5.563257034,2.270496128,3.167502478,5.629136461,1.938150538,28.6741471,4.347910048,4.245716207,0.56427351,2.539629746,2.07627909,7.76311119,0.657817966,1.762086078,1.253558786,3.217707021,3.893220697,2.695942148,3.603495577,5.177975336,2.343017293,2.845478173,1.952579785,4.750241251,5.006654811,4.01899413,2.220263129,1.587037734,1.090985075,15.74900727,1.192853103,2.16373032,3.144007621,4.877080361,1.550422824,1.255524507,1.775411906,9.828232727,3.967662094,4.398282482,2.577948376,2.994080785,4.082277114,1.556540949,1.095344999,1.22536359,2.868593877
