Date,Price,Open,High,Low,Vol,Change,Unit,vol2,Volume,Year,Source
"Nov 09, 2020",444.33,454.55,458.51,434.95,28.85M,-2.28%,M,28.85,28850.00,2020,
"Nov 08, 2020",454.68,435.39,460.09,432.44,4.82M,4.43%,M,4.82,4820.00,2020,
"Nov 07, 2020",435.4,455.78,467.88,425.57,7.78M,-4.46%,M,7.78,7780.00,2020,
"Nov 06, 2020",455.72,416.59,457.79,415.08,6.53M,9.38%,M,6.53,6530.00,2020,
"Nov 05, 2020",416.63,402.5,419.94,396.46,7.04M,3.59%,M,7.04,7040.00,2020,
"Nov 04, 2020",402.19,388.23,407.9,377.22,6.17M,3.68%,M,6.17,6170.00,2020,
"Nov 03, 2020",387.92,383.64,389.98,370.96,6.73M,1.14%,M,6.73,6730.00,2020,
"Nov 02, 2020",383.53,396.45,404.04,379.13,9.43M,-3.22%,M,9.43,9430.00,2020,
"Nov 01, 2020",396.29,386.36,397.32,384.94,5.52M,2.55%,M,5.52,5520.00,2020,
"Oct 31, 2020",386.42,382.81,394.01,380.53,6.42M,1.05%,M,6.42,6420.00,2020,
"Oct 30, 2020",382.41,387.16,391.98,374.36,2.81M,-1.13%,M,2.81,2810.00,2020,
"Oct 29, 2020",386.76,388.25,393.33,381.53,3.04M,-0.35%,M,3.04,3040.00,2020,
"Oct 28, 2020",388.14,403.11,408.1,381.51,9.96M,-3.72%,M,9.96,9960.00,2020,
"Oct 27, 2020",403.15,393.93,409.85,390.92,6.29M,2.29%,M,6.29,6290.00,2020,
"Oct 26, 2020",394.11,406.45,410.41,383.21,9.06M,-2.95%,M,9.06,9060.00,2020,
"Oct 25, 2020",406.09,412.44,417.07,403.95,3.05M,-1.42%,M,3.05,3050.00,2020,
"Oct 24, 2020",411.92,408.59,416.28,407.74,2.68M,0.83%,M,2.68,2680.00,2020,
"Oct 23, 2020",408.52,414.12,419.11,402.91,8.18M,-1.33%,M,8.18,8180.00,2020,
"Oct 22, 2020",414.05,391.39,420.12,391.21,12.65M,5.84%,M,12.65,12650.00,2020,
"Oct 21, 2020",391.2,368.53,400.36,368.06,13.61M,6.20%,M,13.61,13610.00,2020,
"Oct 20, 2020",368.35,379.03,380.14,367.16,7.46M,-2.86%,M,7.46,7460.00,2020,
"Oct 19, 2020",379.19,377.85,383.97,372.72,6.85M,0.37%,M,6.85,6850.00,2020,
"Oct 18, 2020",377.81,368.61,378.49,367.54,4.68M,2.49%,M,4.68,4680.00,2020,
"Oct 17, 2020",368.63,365.08,369.94,363.18,4.98M,0.95%,M,4.98,4980.00,2020,
"Oct 16, 2020",365.17,377.6,379.6,362.65,7.59M,-3.25%,M,7.59,7590.00,2020,
"Oct 15, 2020",377.45,378.96,380.77,370.39,7.93M,-0.45%,M,7.93,7930.00,2020,
"Oct 14, 2020",379.15,381.13,387.11,373.62,8.08M,-0.55%,M,8.08,8080.00,2020,
"Oct 13, 2020",381.23,386.64,387.06,374.57,7.92M,-1.41%,M,7.92,7920.00,2020,
"Oct 12, 2020",386.68,374.39,394.58,366.05,10.39M,3.34%,M,10.39,10390.00,2020,
"Oct 11, 2020",374.19,370.28,377.27,369.23,5.22M,1.09%,M,5.22,5220.00,2020,
"Oct 10, 2020",370.16,365.25,377.97,364.57,7.17M,1.34%,M,7.17,7170.00,2020,
"Oct 09, 2020",365.28,350.71,368.19,347.82,7.85M,4.12%,M,7.85,7850.00,2020,
"Oct 08, 2020",350.83,341.66,352.95,334.79,6.85M,2.74%,M,6.85,6850.00,2020,
"Oct 07, 2020",341.48,340.59,342.68,334.11,5.77M,0.26%,M,5.77,5770.00,2020,
"Oct 06, 2020",340.61,353.53,354.9,337.21,7.32M,-3.59%,M,7.32,7320.00,2020,
"Oct 05, 2020",353.28,352.69,354.86,348.76,4.96M,0.16%,M,4.96,4960.00,2020,
"Oct 04, 2020",352.73,345.6,353.97,344.03,4.77M,2.06%,M,4.77,4770.00,2020,
"Oct 03, 2020",345.6,345.78,351.04,343.74,4.48M,-0.02%,M,4.48,4480.00,2020,
"Oct 02, 2020",345.68,353.06,353.61,335.91,7.27M,-2.09%,M,7.27,7270.00,2020,
"Oct 01, 2020",353.07,359.5,369.1,345.66,7.93M,-1.76%,M,7.93,7930.00,2020,
"Sep 30, 2020",359.39,359.77,360.94,352.81,5.43M,-0.13%,M,5.43,5430.00,2020,
"Sep 29, 2020",359.86,353.97,360.66,351.48,6.26M,1.63%,M,6.26,6260.00,2020,
"Sep 28, 2020",354.08,357.42,367.63,352.57,7.77M,-0.88%,M,7.77,7770.00,2020,
"Sep 27, 2020",357.23,354.26,362,347.51,6.35M,0.84%,M,6.35,6350.00,2020,
"Sep 26, 2020",354.25,351.62,355.87,346.95,6.48M,0.75%,M,6.48,6480.00,2020,
"Sep 25, 2020",351.63,349.13,357.8,338.01,8.47M,0.70%,M,8.47,8470.00,2020,
"Sep 24, 2020",349.17,319.97,352.6,317.27,9.40M,9.13%,M,9.40,9400.00,2020,
"Sep 23, 2020",319.95,343.96,344.12,315.54,13.88M,-7.00%,M,13.88,13880.00,2020,
"Sep 22, 2020",344.03,341.32,346.19,336.15,9.29M,0.80%,M,9.29,9290.00,2020,
"Sep 21, 2020",341.3,371.09,375.34,331.41,11.41M,-8.03%,M,11.41,11410.00,2020,
"Sep 20, 2020",371.12,385.33,385.39,365.48,7.30M,-3.67%,M,7.30,7300.00,2020,
"Sep 19, 2020",385.25,384.25,386.99,377.63,6.74M,0.27%,M,6.74,6740.00,2020,
"Sep 18, 2020",384.2,389.37,392.21,375.81,8.95M,-1.23%,M,8.95,8950.00,2020,
"Sep 17, 2020",388.97,364.75,393.96,363.54,12.85M,6.60%,M,12.85,12850.00,2020,
"Sep 16, 2020",364.88,363.91,372.88,355.18,9.06M,0.24%,M,9.06,9060.00,2020,
"Sep 15, 2020",364.01,376.7,381.67,362.4,9.06M,-3.37%,M,9.06,9060.00,2020,
"Sep 14, 2020",376.7,365.89,383.99,357.54,10.34M,3.01%,M,10.34,10340.00,2020,
"Sep 13, 2020",365.71,388.06,389.51,353.85,10.38M,-5.74%,M,10.38,10380.00,2020,
"Sep 12, 2020",387.98,373.74,388.12,366.05,11.49M,3.82%,M,11.49,11490.00,2020,
"Sep 11, 2020",373.72,367.89,374.41,356.38,12.53M,1.58%,M,12.53,12530.00,2020,
"Sep 10, 2020",367.92,351.1,376.92,350.86,16.50M,4.79%,M,16.50,16500.00,2020,
"Sep 09, 2020",351.1,337.46,358.33,331.12,14.07M,4.04%,M,14.07,14070.00,2020,
"Sep 08, 2020",337.46,352.06,355.69,326.66,18.98M,-4.15%,M,18.98,18980.00,2020,
"Sep 07, 2020",352.06,353.49,357.33,325.47,21.69M,-0.40%,M,21.69,21690.00,2020,
"Sep 06, 2020",353.49,334.91,358.09,316.69,20.13M,5.55%,M,20.13,20130.00,2020,
"Sep 05, 2020",334.91,385.94,394.12,314.13,35.32M,-13.22%,M,35.32,35320.00,2020,
"Sep 04, 2020",385.94,381.97,399.58,368.22,25.20M,1.04%,M,25.20,25200.00,2020,
"Sep 03, 2020",381.97,439.14,466.4,376.99,33.59M,-13.01%,M,33.59,33590.00,2020,
"Sep 02, 2020",439.08,475.72,480.96,423.26,30.14M,-7.72%,M,30.14,30140.00,2020,
"Sep 01, 2020",475.8,433.89,488.24,429.65,10.42M,9.65%,M,10.42,10420.00,2020,
"Aug 31, 2020",433.9,428.81,438.71,418.35,7.89M,1.18%,M,7.89,7890.00,2020,
"Aug 30, 2020",428.86,398.8,429.59,398.47,6.67M,7.54%,M,6.67,6670.00,2020,
"Aug 29, 2020",398.8,395.32,405.53,391.97,5.23M,0.93%,M,5.23,5230.00,2020,
"Aug 28, 2020",395.11,383.16,397.64,379.8,6.16M,3.13%,M,6.16,6160.00,2020,
"Aug 27, 2020",383.11,385.96,396.48,372.53,7.03M,-0.74%,M,7.03,7030.00,2020,
"Aug 26, 2020",385.96,383.16,392.61,377.63,6.69M,0.72%,M,6.69,6690.00,2020,
"Aug 25, 2020",383.2,407.64,409.02,370.4,8.28M,-6.01%,M,8.28,8280.00,2020,
"Aug 24, 2020",407.7,390.81,410.17,387.62,6.69M,4.40%,M,6.69,6690.00,2020,
"Aug 23, 2020",390.5,395.56,396.96,383.42,5.36M,-1.28%,M,5.36,5360.00,2020,
"Aug 22, 2020",395.56,388.06,396.87,379.96,6.73M,1.95%,M,6.73,6730.00,2020,
"Aug 21, 2020",387.99,416.05,418.72,385.21,7.62M,-6.75%,M,7.62,7620.00,2020,
"Aug 20, 2020",416.05,407.39,418.92,402.8,6.23M,2.11%,M,6.23,6230.00,2020,
"Aug 19, 2020",407.44,422.1,426.65,394.51,8.44M,-3.49%,M,8.44,8440.00,2020,
"Aug 18, 2020",422.16,430.63,433.65,415.45,8.18M,-1.95%,M,8.18,8180.00,2020,
"Aug 17, 2020",430.56,433.62,444.86,420.71,7.83M,-0.71%,M,7.83,7830.00,2020,
"Aug 16, 2020",433.63,432.22,436.58,413.22,7.02M,0.34%,M,7.02,7020.00,2020,
"Aug 15, 2020",432.18,438.04,442.7,428.75,7.27M,-1.34%,M,7.27,7270.00,2020,
"Aug 14, 2020",438.03,424.28,443.74,418.37,8.67M,3.23%,M,8.67,8670.00,2020,
"Aug 13, 2020",424.31,387.15,430.33,377.57,12.04M,9.61%,M,12.04,12040.00,2020,
"Aug 12, 2020",387.12,379.03,389.21,367.05,8.59M,2.14%,M,8.59,8590.00,2020,
"Aug 11, 2020",379.01,395.52,398.13,367.38,9.44M,-4.18%,M,9.44,9440.00,2020,
"Aug 10, 2020",395.53,390.22,399.05,386.45,8.01M,1.36%,M,8.01,8010.00,2020,
"Aug 09, 2020",390.23,396.78,399.93,384.31,4.97M,-1.65%,M,4.97,4970.00,2020,
"Aug 08, 2020",396.76,379.57,396.77,376.38,4.94M,4.53%,M,4.94,4940.00,2020,
"Aug 07, 2020",379.57,394.8,398.14,366.44,8.34M,-3.86%,M,8.34,8340.00,2020,
"Aug 06, 2020",394.83,400.8,403.18,391.67,7.92M,-1.49%,M,7.92,7920.00,2020,
"Aug 05, 2020",400.79,389.62,406.92,384.84,8.74M,2.87%,M,8.74,8740.00,2020,
"Aug 04, 2020",389.62,385.86,402.01,381.3,9.84M,0.99%,M,9.84,9840.00,2020,
"Aug 03, 2020",385.8,372.26,397.73,368.46,9.92M,3.69%,M,9.92,9920.00,2020,
"Aug 02, 2020",372.08,387.15,415.08,335.76,16.38M,-3.89%,M,16.38,16380.00,2020,
"Aug 01, 2020",387.14,346.48,392.37,343.33,11.03M,11.73%,M,11.03,11030.00,2020,
"Jul 31, 2020",346.51,334.84,349.34,329.02,8.69M,3.48%,M,8.69,8690.00,2020,
"Jul 30, 2020",334.87,317.79,341.11,314.83,9.07M,5.36%,M,9.07,9070.00,2020,
"Jul 29, 2020",317.82,316.95,324.93,312.64,8.72M,0.27%,M,8.72,8720.00,2020,
"Jul 28, 2020",316.96,321.82,326.53,306.4,9.91M,-1.50%,M,9.91,9910.00,2020,
"Jul 27, 2020",321.8,311.12,332.57,311.04,13.73M,3.43%,M,13.73,13730.00,2020,
"Jul 26, 2020",311.13,305.32,318.54,300.33,9.19M,1.90%,M,9.19,9190.00,2020,
"Jul 25, 2020",305.32,279.33,308.57,279.33,8.59M,9.30%,M,8.59,8590.00,2020,
"Jul 24, 2020",279.33,275.33,287.01,268.54,7.17M,1.45%,M,7.17,7170.00,2020,
"Jul 23, 2020",275.34,263.29,279.53,260.7,8.79M,4.58%,M,8.79,8790.00,2020,
"Jul 22, 2020",263.28,245.54,266.42,241.89,6.68M,7.23%,M,6.68,6680.00,2020,
"Jul 21, 2020",245.53,236.1,246.49,235.67,6.29M,3.99%,M,6.29,6290.00,2020,
"Jul 20, 2020",236.1,239.03,239.71,234.51,5.36M,-1.22%,M,5.36,5360.00,2020,
"Jul 19, 2020",239.01,235.72,239.7,233.35,6.61M,1.38%,M,6.61,6610.00,2020,
"Jul 18, 2020",235.75,232.77,236.83,232.4,5.79M,1.29%,M,5.79,5790.00,2020,
"Jul 17, 2020",232.75,233.65,234.53,231.84,5.88M,-0.39%,M,5.88,5880.00,2020,
"Jul 16, 2020",233.65,238.62,239.47,230.44,6.63M,-2.08%,M,6.63,6630.00,2020,
"Jul 15, 2020",238.62,240.49,241.36,237.04,7.35M,-0.78%,M,7.35,7350.00,2020,
"Jul 14, 2020",240.5,239.75,242.08,237.21,7.07M,0.32%,M,7.07,7070.00,2020,
"Jul 13, 2020",239.73,242.84,245.04,237.71,8.32M,-1.24%,M,8.32,8320.00,2020,
"Jul 12, 2020",242.75,239.2,243.79,236.91,6.81M,1.48%,M,6.81,6810.00,2020,
"Jul 11, 2020",239.2,241.21,241.64,237.76,6.42M,-0.85%,M,6.42,6420.00,2020,
"Jul 10, 2020",241.26,242.01,242.17,236.19,6.84M,-0.32%,M,6.84,6840.00,2020,
"Jul 09, 2020",242.02,246.93,247.63,238.28,9.02M,-2.01%,M,9.02,9020.00,2020,
"Jul 08, 2020",246.99,239.26,248.76,238,12.98M,3.24%,M,12.98,12980.00,2020,
"Jul 07, 2020",239.25,241.56,243.43,234.92,6.26M,-0.95%,M,6.26,6260.00,2020,
"Jul 06, 2020",241.56,227.95,241.64,227.1,9.45M,5.96%,M,9.45,9450.00,2020,
"Jul 05, 2020",227.98,229.09,229.8,223.79,5.41M,-0.51%,M,5.41,5410.00,2020,
"Jul 04, 2020",229.15,225.09,230.4,224.8,5.45M,1.79%,M,5.45,5450.00,2020,
"Jul 03, 2020",225.12,226.42,228.14,224.77,5.20M,-0.57%,M,5.20,5200.00,2020,
"Jul 02, 2020",226.42,230.96,232.04,223.53,7.28M,-1.96%,M,7.28,7280.00,2020,
"Jul 01, 2020",230.95,225.61,232.47,224.33,6.31M,2.36%,M,6.31,6310.00,2020,
"Jun 30, 2020",225.63,227.88,228.57,223.23,5.60M,-0.99%,M,5.60,5600.00,2020,
"Jun 29, 2020",227.87,225.09,229.83,221.6,6.80M,1.24%,M,6.80,6800.00,2020,
"Jun 28, 2020",225.09,221.07,227.74,218.46,5.91M,1.82%,M,5.91,5910.00,2020,
"Jun 27, 2020",221.06,229.72,231.3,217.11,7.21M,-3.75%,M,7.21,7210.00,2020,
"Jun 26, 2020",229.67,232.57,233.5,228.16,6.96M,-1.24%,M,6.96,6960.00,2020,
"Jun 25, 2020",232.56,234.75,235.29,227.99,6.48M,-0.93%,M,6.48,6480.00,2020,
"Jun 24, 2020",234.75,243.2,249.23,231.56,9.13M,-3.47%,M,9.13,9130.00,2020,
"Jun 23, 2020",243.2,243.24,244.77,240.94,5.16M,-0.02%,M,5.16,5160.00,2020,
"Jun 22, 2020",243.25,228.11,246.39,227.69,7.93M,6.63%,M,7.93,7930.00,2020,
"Jun 21, 2020",228.13,228.87,231.18,227.38,4.10M,-0.32%,M,4.10,4100.00,2020,
"Jun 20, 2020",228.86,229.11,230.96,226.28,4.54M,-0.11%,M,4.54,4540.00,2020,
"Jun 19, 2020",229.11,231.34,231.94,226.97,5.56M,-0.97%,M,5.56,5560.00,2020,
"Jun 18, 2020",231.34,233.85,234.69,228.13,4.96M,-1.09%,M,4.96,4960.00,2020,
"Jun 17, 2020",233.88,235.37,236.55,228.63,5.94M,-0.63%,M,5.94,5940.00,2020,
"Jun 16, 2020",235.36,230.92,235.95,228.99,7.03M,1.92%,M,7.03,7030.00,2020,
"Jun 15, 2020",230.93,231.99,233.34,219.06,10.18M,-0.47%,M,10.18,10180.00,2020,
"Jun 14, 2020",232.02,238.23,238.48,230.52,5.78M,-2.60%,M,5.78,5780.00,2020,
"Jun 13, 2020",238.22,237.55,238.61,234.86,5.27M,0.29%,M,5.27,5270.00,2020,
"Jun 12, 2020",237.54,230.72,239.23,228.62,7.34M,2.96%,M,7.34,7340.00,2020,
"Jun 11, 2020",230.71,247.79,249.77,227.01,12.40M,-6.89%,M,12.40,12400.00,2020,
"Jun 10, 2020",247.78,243.82,249.51,242.54,7.63M,1.62%,M,7.63,7630.00,2020,
"Jun 09, 2020",243.82,246.19,249.45,240.18,6.86M,-0.96%,M,6.86,6860.00,2020,
"Jun 08, 2020",246.18,244.56,247.11,241.3,6.55M,0.66%,M,6.55,6550.00,2020,
"Jun 07, 2020",244.56,242,244.94,235.44,8.10M,1.06%,M,8.10,8100.00,2020,
"Jun 06, 2020",242,240.27,244.43,238.38,6.62M,0.73%,M,6.62,6620.00,2020,
"Jun 05, 2020",240.23,243.37,247.5,239.7,7.75M,-1.29%,M,7.75,7750.00,2020,
"Jun 04, 2020",243.37,244.53,246.41,236.68,8.75M,-0.47%,M,8.75,8750.00,2020,
"Jun 03, 2020",244.52,237.9,244.76,233.84,8.15M,2.77%,M,8.15,8150.00,2020,
"Jun 02, 2020",237.94,248.01,253.21,227.95,12.69M,-4.05%,M,12.69,12690.00,2020,
"Jun 01, 2020",247.97,231.8,249.81,230.85,11.97M,6.97%,M,11.97,11970.00,2020,
"May 31, 2020",231.81,243.63,245.33,230.31,12.43M,-4.85%,M,12.43,12430.00,2020,
"May 30, 2020",243.63,220.66,246.55,218.86,14.34M,10.41%,M,14.34,14340.00,2020,
"May 29, 2020",220.66,220.14,224.52,217.84,12.36M,0.21%,M,12.36,12360.00,2020,
"May 28, 2020",220.18,208.2,220.33,204.79,12.51M,5.77%,M,12.51,12510.00,2020,
"May 27, 2020",208.18,200.99,208.18,200.85,10.28M,3.57%,M,10.28,10280.00,2020,
"May 26, 2020",201,204.13,204.9,197.3,10.44M,-1.53%,M,10.44,10440.00,2020,
"May 25, 2020",204.13,199.99,205.52,198.57,10.63M,2.08%,M,10.63,10630.00,2020,
"May 24, 2020",199.97,206.65,210.4,199.97,11.89M,-3.22%,M,11.89,11890.00,2020,
"May 23, 2020",206.62,207.35,211.03,204.97,9.91M,-0.35%,M,9.91,9910.00,2020,
"May 22, 2020",207.35,198.75,209.04,196.68,12.13M,4.33%,M,12.13,12130.00,2020,
"May 21, 2020",198.75,210,211.58,192.11,14.36M,-5.35%,M,14.36,14360.00,2020,
"May 20, 2020",209.99,214.52,215.28,207.03,12.19M,-2.11%,M,12.19,12190.00,2020,
"May 19, 2020",214.51,214.88,215.75,209.79,13.96M,-0.17%,M,13.96,13960.00,2020,
"May 18, 2020",214.87,207,217,207,17.73M,3.80%,M,17.73,17730.00,2020,
"May 17, 2020",207,200.51,209.79,199.77,15.78M,3.23%,M,15.78,15780.00,2020,
"May 16, 2020",200.51,194.85,203.12,193.48,15.52M,2.91%,M,15.52,15520.00,2020,
"May 15, 2020",194.85,203.29,204.02,192.61,16.62M,-4.15%,M,16.62,16620.00,2020,
"May 14, 2020",203.3,199.58,205.82,196.21,20.75M,1.86%,M,20.75,20750.00,2020,
"May 13, 2020",199.58,189.82,200.82,188.59,17.47M,5.13%,M,17.47,17470.00,2020,
"May 12, 2020",189.84,185.82,192.04,185.68,15.58M,2.09%,M,15.58,15580.00,2020,
"May 11, 2020",185.96,187.77,193.26,177.43,26.74M,-0.97%,M,26.74,26740.00,2020,
"May 10, 2020",187.78,210.19,210.19,180.7,35.98M,-10.68%,M,35.98,35980.00,2020,
"May 09, 2020",210.22,211.47,214.5,208.83,20.90M,-0.58%,M,20.90,20900.00,2020,
"May 08, 2020",211.45,212,216.44,207.25,23.08M,-0.26%,M,23.08,23080.00,2020,
"May 07, 2020",212,199.05,214,197.36,26.71M,6.51%,M,26.71,26710.00,2020,
"May 06, 2020",199.04,205.36,210.62,198.79,24.03M,-3.08%,M,24.03,24030.00,2020,
"May 05, 2020",205.36,206.59,211.33,201.75,21.05M,-0.61%,M,21.05,21050.00,2020,
"May 04, 2020",206.61,209.85,210.63,195.25,27.21M,-1.53%,M,27.21,27210.00,2020,
"May 03, 2020",209.83,213.96,218.74,205.5,23.12M,-1.93%,M,23.12,23120.00,2020,
"May 02, 2020",213.96,212,215.15,210.51,18.31M,0.92%,M,18.31,18310.00,2020,
"May 01, 2020",212,206.23,216.99,206.06,23.08M,2.80%,M,23.08,23080.00,2020,
"Apr 30, 2020",206.22,215.42,227.05,202.59,35.46M,-4.26%,M,35.46,35460.00,2020,
"Apr 29, 2020",215.4,196.55,218.32,196.45,32.87M,9.59%,M,32.87,32870.00,2020,
"Apr 28, 2020",196.55,196.13,197.51,192.47,21.81M,0.21%,M,21.81,21810.00,2020,
"Apr 27, 2020",196.14,197.35,198.8,190.87,23.33M,-0.61%,M,23.33,23330.00,2020,
"Apr 26, 2020",197.35,194.01,199.3,192.52,23.13M,1.72%,M,23.13,23130.00,2020,
"Apr 25, 2020",194.01,187.57,197.35,186.03,21.87M,3.43%,M,21.87,21870.00,2020,
"Apr 24, 2020",187.58,185.48,189.33,185.19,19.84M,1.14%,M,19.84,19840.00,2020,
"Apr 23, 2020",185.46,182.72,192.4,178.54,28.73M,1.50%,M,28.73,28730.00,2020,
"Apr 22, 2020",182.72,170.79,183.71,169.93,23.81M,6.99%,M,23.81,23810.00,2020,
"Apr 21, 2020",170.79,170.37,174.48,168.31,23.63M,0.23%,M,23.63,23630.00,2020,
"Apr 20, 2020",170.4,180.12,186.24,167.51,33.68M,-5.40%,M,33.68,33680.00,2020,
"Apr 19, 2020",180.13,187.47,188.23,177.24,23.27M,-3.90%,M,23.27,23270.00,2020,
"Apr 18, 2020",187.45,170.63,189.22,170.61,24.75M,9.85%,M,24.75,24750.00,2020,
"Apr 17, 2020",170.63,172.32,174.52,168.55,20.05M,-0.97%,M,20.05,20050.00,2020,
"Apr 16, 2020",172.31,152.9,174.28,148.91,32.99M,12.69%,M,32.99,32990.00,2020,
"Apr 15, 2020",152.9,158.43,161.06,152.44,20.70M,-3.50%,M,20.70,20700.00,2020,
"Apr 14, 2020",158.45,156.36,161.57,155.52,21.20M,1.33%,M,21.20,21200.00,2020,
"Apr 13, 2020",156.38,158.76,158.85,150.6,25.30M,-1.48%,M,25.30,25300.00,2020,
"Apr 12, 2020",158.73,158.18,164.75,155.17,22.60M,0.35%,M,22.60,22600.00,2020,
"Apr 11, 2020",158.18,157.85,161.37,154.01,19.07M,0.20%,M,19.07,19070.00,2020,
"Apr 10, 2020",157.86,169.67,170.1,152.52,28.35M,-6.97%,M,28.35,28350.00,2020,
"Apr 09, 2020",169.68,173.01,173.2,165.91,20.66M,-1.92%,M,20.66,20660.00,2020,
"Apr 08, 2020",173,164.71,174.23,163.73,24.31M,5.03%,M,24.31,24310.00,2020,
"Apr 07, 2020",164.71,171.07,175.78,162.75,35.79M,-3.71%,M,35.79,35790.00,2020,
"Apr 06, 2020",171.06,142.58,171.24,142.55,37.89M,19.97%,M,37.89,37890.00,2020,
"Apr 05, 2020",142.58,144.03,145.26,140.84,18.17M,-0.99%,M,18.17,18170.00,2020,
"Apr 04, 2020",144.01,141.13,145.71,139.36,19.75M,2.03%,M,19.75,19750.00,2020,
"Apr 03, 2020",141.14,141.29,146.46,138.01,23.34M,-0.11%,M,23.34,23340.00,2020,
"Apr 02, 2020",141.3,135.65,148.91,135.26,29.42M,4.16%,M,29.42,29420.00,2020,
"Apr 01, 2020",135.66,132.88,136.56,128.93,19.45M,2.10%,M,19.45,19450.00,2020,
"Mar 31, 2020",132.86,132.15,135.14,130.54,17.30M,0.54%,M,17.30,17300.00,2020,
"Mar 30, 2020",132.15,125.24,134.72,125.02,20.71M,5.52%,M,20.71,20710.00,2020,
"Mar 29, 2020",125.24,131.02,131.74,124.84,16.33M,-4.42%,M,16.33,16330.00,2020,
"Mar 28, 2020",131.03,131.74,132.68,125.48,21.03M,-0.54%,M,21.03,21030.00,2020,
"Mar 27, 2020",131.74,138.38,140.99,131.09,18.18M,-4.80%,M,18.18,18180.00,2020,
"Mar 26, 2020",138.38,136.08,139.22,133.69,17.71M,1.70%,M,17.71,17710.00,2020,
"Mar 25, 2020",136.07,138.59,141.88,133.06,24.15M,-1.84%,M,24.15,24150.00,2020,
"Mar 24, 2020",138.62,136,142.9,132.67,27.10M,1.91%,M,27.10,27100.00,2020,
"Mar 23, 2020",136.02,122.46,136.93,120.2,28.62M,11.12%,M,28.62,28620.00,2020,
"Mar 22, 2020",122.41,132.59,136.86,121.37,25.25M,-7.67%,M,25.25,25250.00,2020,
"Mar 21, 2020",132.58,133.32,137.33,126.01,27.00M,-0.56%,M,27.00,27000.00,2020,
"Mar 20, 2020",133.32,135.43,151.85,118.07,38.74M,-1.56%,M,38.74,38740.00,2020,
"Mar 19, 2020",135.43,117.76,141.05,115.59,33.78M,15.00%,M,33.78,33780.00,2020,
"Mar 18, 2020",117.77,115.95,117.91,110.16,25.80M,1.47%,M,25.80,25800.00,2020,
"Mar 17, 2020",116.06,111.06,120.6,109.67,27.09M,4.54%,M,27.09,27090.00,2020,
"Mar 16, 2020",111.02,124.35,124.38,102.44,40.25M,-10.72%,M,40.25,40250.00,2020,
"Mar 15, 2020",124.35,122.67,132.13,120.93,26.24M,1.35%,M,26.24,26240.00,2020,
"Mar 14, 2020",122.69,134.02,134.58,121.27,26.83M,-8.43%,M,26.83,26830.00,2020,
"Mar 13, 2020",133.99,107.87,138.86,88.5,60.70M,24.18%,M,60.70,60700.00,2020,
"Mar 12, 2020",107.9,194.57,195.4,102.83,53.51M,-44.55%,M,53.51,53510.00,2020,
"Mar 11, 2020",194.58,200.61,202.96,182.15,21.26M,-2.98%,M,21.26,21260.00,2020,
"Mar 10, 2020",200.56,202.88,205.62,196.17,21.87M,-1.13%,M,21.87,21870.00,2020,
"Mar 09, 2020",202.85,199.21,208.23,190.73,30.27M,1.85%,M,30.27,30270.00,2020,
"Mar 08, 2020",199.16,237.3,237.3,196.71,24.76M,-16.08%,M,24.76,24760.00,2020,
"Mar 07, 2020",237.32,244.87,251.55,236.87,16.90M,-3.10%,M,16.90,16900.00,2020,
"Mar 06, 2020",244.9,228.46,244.98,227.71,17.74M,7.20%,M,17.74,17740.00,2020,
"Mar 05, 2020",228.45,224.36,233.96,224.34,17.82M,1.81%,M,17.82,17820.00,2020,
"Mar 04, 2020",224.38,223.94,228.66,220.74,14.65M,0.20%,M,14.65,14650.00,2020,
"Mar 03, 2020",223.94,231.9,232.37,220.34,18.48M,-3.42%,M,18.48,18480.00,2020,
"Mar 02, 2020",231.87,217.96,234.24,216.23,18.12M,6.37%,M,18.12,18120.00,2020,
"Mar 01, 2020",217.99,217.51,227.44,213,17.17M,0.21%,M,17.17,17170.00,2020,
"Feb 29, 2020",217.52,226.94,232.87,217.43,16.34M,-4.15%,M,16.34,16340.00,2020,
"Feb 28, 2020",226.93,227.6,234.55,214.47,24.11M,-0.26%,M,24.11,24110.00,2020,
"Feb 27, 2020",227.53,224.3,238.07,210.36,28.83M,1.44%,M,28.83,28830.00,2020,
"Feb 26, 2020",224.3,246.97,250.05,216.39,29.55M,-9.18%,M,29.55,29550.00,2020,
"Feb 25, 2020",246.96,265.63,266.17,245.75,20.31M,-7.04%,M,20.31,20310.00,2020,
"Feb 24, 2020",265.65,274.72,276.81,258.15,19.96M,-3.30%,M,19.96,19960.00,2020,
"Feb 23, 2020",274.72,261.65,275.3,261.24,16.04M,5.00%,M,16.04,16040.00,2020,
"Feb 22, 2020",261.64,265.14,266.71,256.97,13.40M,-1.31%,M,13.40,13400.00,2020,
"Feb 21, 2020",265.11,257.32,267.8,254.15,17.46M,3.00%,M,17.46,17460.00,2020,
"Feb 20, 2020",257.39,259.07,264.22,246.46,22.07M,-0.67%,M,22.07,22070.00,2020,
"Feb 19, 2020",259.12,282.33,285.75,253.88,20.76M,-8.20%,M,20.76,20760.00,2020,
"Feb 18, 2020",282.26,267.71,285.59,259.3,24.15M,5.46%,M,24.15,24150.00,2020,
"Feb 17, 2020",267.63,259.92,268.45,242.11,25.61M,2.94%,M,25.61,25610.00,2020,
