date,date3,quote_date,month,quarter,year,p,up,down,level,up12,down12,level12,change,up_sh,down_sh,level_sh,change_sh,up12_sh,down12_sh,level12_sh,obs_panel,obs,CPI,inflation,net12_sh
1,01-02-1988,198802,2,1,1988,35459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,35459,51065,48.6,,
2,01-03-1988,198803,3,1,1988,35240.0,3728.0,1884.0,26070.0,0.0,0.0,0.0,5612.0,0.10578888,0.053461976,0.73978436,0.15925086,,,,35240,49987,48.7,,
3,01-04-1988,198804,4,2,1988,36066.0,6599.0,1762.0,23652.0,0.0,0.0,0.0,8361.0,0.18297011,0.048854876,0.65579772,0.23182499,,,,36066,51716,49.3,,
4,01-05-1988,198805,5,2,1988,35869.0,3512.0,2262.0,27109.0,0.0,0.0,0.0,5774.0,0.097911842,0.063062809,0.75577796,0.16097465,,,,35869,51209,49.5,,
5,01-06-1988,198806,6,2,1988,35811.0,3107.0,1934.0,27415.0,0.0,0.0,0.0,5041.0,0.08676105,0.054005753,0.76554692,0.1407668,,,,35811,51126,49.7,,
6,01-07-1988,198807,7,3,1988,36038.0,3227.0,3121.0,25180.0,0.0,0.0,0.0,6348.0,0.089544371,0.086603031,0.69870692,0.1761474,,,,36038,50053,49.7,,
7,01-08-1988,198808,8,3,1988,,,,,,,,,,,,,,,,0,0,49.9,,
8,01-09-1988,198809,9,3,1988,34038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,34038,47264,50.1,,
9,01-10-1988,198810,10,4,1988,35834.0,3534.0,1630.0,25105.0,0.0,0.0,0.0,5164.0,0.098621421,0.045487527,0.70059162,0.14410895,,,,35834,50282,50.3,,
10,01-11-1988,198811,11,4,1988,35351.0,3990.0,2016.0,26072.0,0.0,0.0,0.0,6006.0,0.11286809,0.057028089,0.73751801,0.16989619,,,,35351,49281,50.5,,
11,01-12-1988,198812,12,4,1988,36701.0,2743.0,1559.0,28115.0,0.0,0.0,0.0,4302.0,0.074739106,0.042478405,0.76605541,0.11721751,,,,36701,51813,50.6,,
12,01-01-1989,198901,1,1,1989,35145.0,5191.0,3141.0,23183.0,0.0,0.0,0.0,8332.0,0.14770238,0.089372598,0.65963864,0.23707497,,,,35145,48551,50.8,,
13,01-02-1989,198902,2,1,1989,,,,,,,,,,,,,,,,0,0,51.0,0.049382687,
14,01-03-1989,198903,3,1,1989,41887.0,0.0,0.0,0.0,15694.0,4109.0,6158.0,0.0,,,,,0.37467471,0.098097265,0.14701459,41887,57413,51.2,0.051334739,0.27657744
15,01-04-1989,198904,4,2,1989,12740.0,2209.0,784.0,8530.0,4672.0,1329.0,1870.0,2993.0,0.1733909,0.061538462,0.66954476,0.23492935,0.36671901,0.10431711,0.14678179,12740,20572,51.9,0.052738309,0.26240188
16,01-05-1989,198905,5,2,1989,42317.0,1944.0,839.0,8987.0,15984.0,4184.0,6215.0,2783.0,,,,,0.37772053,0.098872796,0.14686769,42317,57869,52.2,0.054545403,0.27884775
17,01-06-1989,198906,6,2,1989,42455.0,3683.0,2107.0,32881.0,16132.0,4092.0,6275.0,5790.0,0.086750679,0.049629018,0.77449065,0.13637969,0.37997881,0.096384406,0.14780356,42455,58028,52.3,0.052313924,0.2835944
18,01-07-1989,198907,7,3,1989,41792.0,4992.0,3932.0,28376.0,16198.0,4007.0,5969.0,8924.0,0.1194487,0.094084993,0.6789816,0.21353368,0.38758615,0.095879592,0.14282638,41792,56793,52.3,0.052313924,0.29170656
19,01-08-1989,198908,8,3,1989,41236.0,4565.0,2815.0,30111.0,0.0,0.0,0.0,7380.0,0.11070424,0.068265595,0.73021144,0.17896983,,,,41236,55705,52.4,0.050100207,
20,01-09-1989,198909,9,3,1989,41727.0,4717.0,2190.0,29662.0,15444.0,3636.0,5349.0,6907.0,0.11304431,0.052484002,0.7108587,0.16552831,0.37012008,0.087137826,0.12819038,41727,56655,52.7,0.051896214,0.28298226
21,01-10-1989,198910,10,4,1989,40912.0,5777.0,1981.0,28368.0,16250.0,3630.0,5555.0,7758.0,0.14120552,0.048421003,0.69339067,0.18962651,0.39719397,0.088727027,0.13577923,40912,55533,53.1,0.05566597,0.30846694
22,01-11-1989,198911,11,4,1989,42544.0,4538.0,2230.0,30199.0,16903.0,3561.0,5684.0,6768.0,0.10666604,0.052416321,0.70982981,0.15908237,0.39730632,0.083701581,0.13360286,42544,57758,53.3,0.055445552,0.31360474
23,01-12-1989,198912,12,4,1989,40845.0,3809.0,2399.0,31614.0,16784.0,3631.0,5476.0,6208.0,0.093254991,0.058734238,0.77399927,0.15198922,0.41091934,0.088897049,0.13406782,40845,54852,53.4,0.055335999,0.32202229
24,01-01-1990,199001,1,1,1990,40857.0,5695.0,3152.0,25400.0,16521.0,3491.0,5455.0,8847.0,0.13938861,0.077147126,0.6216805,0.21653572,0.40436155,0.085444354,0.13351445,40857,54121,53.6,0.055118084,0.31891719
25,01-02-1990,199002,2,1,1990,45692.0,5345.0,2151.0,29385.0,0.0,0.0,0.0,7496.0,0.1169789,0.047076076,0.64311039,0.16405497,,,,45692,60253,54.0,0.058823586,
26,01-03-1990,199003,3,1,1990,46154.0,5410.0,2312.0,33751.0,20604.0,4500.0,6639.0,7722.0,0.11721627,0.050093167,0.73126924,0.16730945,0.44641852,0.097499676,0.14384452,46154,60923,54.2,0.05859375,0.34891886
27,01-04-1990,199004,4,2,1990,46210.0,9817.0,2171.0,29248.0,6985.0,1269.0,1757.0,11988.0,0.21244319,0.046981174,0.6329366,0.25942436,,,,46210,60819,55.2,0.063583851,
28,01-05-1990,199005,5,2,1990,46421.0,7504.0,3053.0,31198.0,21873.0,4253.0,6169.0,10557.0,0.16165097,0.065767646,0.67206651,0.22741863,0.47118762,0.091618016,0.13289244,46421,61136,55.7,0.067049861,0.37956959
29,01-06-1990,199006,6,2,1990,46944.0,4668.0,3056.0,34507.0,21875.0,4653.0,5953.0,7724.0,0.099437624,0.065098844,0.73506731,0.16453648,0.46598074,0.099118099,0.12681067,46944,62259,55.9,0.068833709,0.36686265
30,01-07-1990,199007,7,3,1990,44950.0,5599.0,4859.0,29418.0,20642.0,4484.0,5392.0,10458.0,0.12456062,0.10809789,0.65446049,0.23265851,0.45922136,0.099755287,0.1199555,44950,59060,55.8,0.066921592,0.35946608
31,01-08-1990,199008,8,3,1990,45293.0,6962.0,3015.0,30099.0,21097.0,4333.0,5199.0,9977.0,0.15371029,0.066566579,0.66453975,0.22027686,0.46578941,0.095665999,0.11478595,45293,60067,56.4,0.076335907,0.37012342
32,01-09-1990,199009,9,3,1990,46122.0,6190.0,2610.0,30943.0,21524.0,4111.0,4908.0,8800.0,0.13420928,0.056589045,0.67089456,0.19079831,0.46667534,0.089133166,0.10641342,46122,61285,57.0,0.081593871,0.37754217
33,01-10-1990,199010,10,4,1990,46861.0,7320.0,2966.0,30812.0,21129.0,4070.0,4953.0,10286.0,0.15620665,0.063293569,0.65751904,0.21950023,0.45088667,0.08685261,0.10569557,46861,62163,57.4,0.080979228,0.36403406
34,01-11-1990,199011,11,4,1990,48942.0,5356.0,3797.0,33729.0,22324.0,4366.0,5369.0,9153.0,0.10943566,0.077581629,0.68916267,0.18701729,0.45613176,0.089207634,0.10970128,48942,65091,57.5,0.078799248,0.36692411
35,01-12-1990,199012,12,4,1990,48573.0,5004.0,3819.0,35375.0,20950.0,4207.0,4678.0,8823.0,0.1030202,0.078623928,0.72828525,0.18164413,0.43130958,0.086611904,0.096308649,48573,63911,57.5,0.076779008,0.34469768
36,01-01-1991,199101,1,1,1991,44560.0,7721.0,6013.0,25321.0,19838.0,4071.0,4145.0,13734.0,0.173272,0.13494165,0.56824505,0.30821365,0.44519749,0.091359966,0.093020648,44560,57581,57.4,0.070895553,0.35383752
37,01-02-1991,199102,2,1,1991,53277.0,6019.0,3183.0,28587.0,20853.0,4755.0,4334.0,9202.0,0.11297558,0.059744354,0.53657299,0.17271994,0.39140716,0.08925052,0.081348427,53277,68575,57.7,0.068518519,0.30215663
38,01-03-1991,199103,3,1,1991,54923.0,6645.0,3703.0,38165.0,21976.0,4982.0,4755.0,10348.0,0.12098756,0.06742166,0.69488192,0.18840922,0.4001238,0.090708807,0.086575754,54923,71151,57.9,0.068265676,0.30941498
39,01-04-1991,199104,4,2,1991,56273.0,21632.0,3187.0,23235.0,22512.0,4801.0,3761.0,24819.0,0.38441169,0.05663462,0.41289783,0.44104633,0.40004975,0.085316226,0.066834897,56273,72853,59.9,0.085144877,0.31473351
40,01-05-1991,199105,5,2,1991,59061.0,8567.0,4028.0,35429.0,21760.0,4809.0,3553.0,12595.0,0.14505342,0.06820067,0.59987134,0.21325409,0.36843264,0.081424288,0.060158141,59061,74482,60.3,0.082585335,0.28700835
41,01-06-1991,199106,6,2,1991,61249.0,7036.0,4670.0,42185.0,22380.0,4573.0,3622.0,11706.0,0.11487535,0.076246142,0.68874592,0.19112149,0.36539373,0.074662447,0.059135661,61249,77477,60.6,0.08407867,0.29073128
42,01-07-1991,199107,7,3,1991,63435.0,7818.0,7731.0,38443.0,21314.0,4676.0,3552.0,15549.0,0.12324426,0.12187278,0.60602194,0.24511705,0.33599749,0.07371325,0.055994324,63435,78589,60.5,0.08422935,0.26228425
43,01-08-1991,199108,8,3,1991,62510.0,7191.0,5546.0,44764.0,21364.0,4699.0,3600.0,12737.0,0.11503759,0.088721804,0.7161094,0.2037594,0.34176931,0.07517197,0.057590786,62510,77622,60.9,0.079787254,0.26659733
44,01-09-1991,199109,9,3,1991,68122.0,6511.0,4965.0,43477.0,20988.0,5443.0,3721.0,11476.0,0.095578521,0.072883941,0.63822258,0.16846247,0.30809429,0.079900764,0.054622591,68122,84335,61.1,0.071929812,0.22819352
45,01-10-1991,199110,10,4,1991,70068.0,8222.0,5626.0,47475.0,21016.0,5679.0,3911.0,13848.0,0.11734315,0.080293432,0.6775561,0.19763657,0.29993722,0.081049837,0.055817205,70068,87414,61.3,0.067944288,0.21888739
46,01-11-1991,199111,11,4,1991,73918.0,8624.0,5345.0,51429.0,23272.0,5636.0,4354.0,13969.0,0.11666983,0.072309859,0.69575745,0.18897969,0.31483537,0.076246649,0.058903109,73918,92291,61.5,0.069565177,0.23858872
47,01-12-1991,199112,12,4,1991,75882.0,7547.0,6053.0,55793.0,22982.0,5480.0,4406.0,13600.0,0.099457055,0.079768591,0.73526001,0.17922564,0.30286497,0.07221739,0.058063835,75882,94958,61.6,0.071304321,0.23064758
48,01-01-1992,199201,1,1,1992,73230.0,9843.0,10012.0,47316.0,21075.0,4977.0,4431.0,19855.0,0.13441212,0.13671993,0.64612865,0.27113205,0.28779188,0.06796395,0.060507987,73230,90912,61.4,0.069686413,0.21982792
49,01-02-1992,199202,2,1,1992,75957.0,8312.0,3930.0,44032.0,22501.0,5484.0,4706.0,12242.0,0.10943034,0.051739801,0.57969642,0.16117014,0.29623339,0.072198741,0.061956108,75957,90929,61.7,0.069324136,0.22403464
50,01-03-1992,199203,3,1,1992,75612.0,9165.0,4736.0,55850.0,23462.0,5576.0,5041.0,13901.0,0.12121092,0.062635563,0.73863935,0.18384647,0.31029466,0.073744908,0.066669315,75612,90207,62.0,0.070811749,0.23654975
51,01-04-1992,199204,4,2,1992,79424.0,14367.0,5920.0,49158.0,21204.0,7055.0,6850.0,20287.0,0.1808899,0.074536666,0.61893129,0.25542659,0.26697221,0.088827051,0.086245969,79424,94520,62.7,0.046744585,0.17814517
52,01-05-1992,199205,5,2,1992,81214.0,9874.0,5822.0,58901.0,23378.0,8160.0,7949.0,15696.0,0.12158002,0.071687147,0.72525674,0.19326717,0.28785679,0.10047529,0.097877212,81214,96568,62.9,0.043117762,0.18738151
53,01-06-1992,199206,6,2,1992,82875.0,8332.0,7051.0,60746.0,23959.0,8719.0,8510.0,15383.0,0.10053695,0.085079938,0.73298341,0.1856169,0.28909802,0.10520664,0.10268477,82875,98437,62.9,0.037953854,0.18389139
54,01-07-1992,199207,7,3,1992,82758.0,9331.0,11168.0,55647.0,24129.0,9015.0,8747.0,20499.0,0.11275043,0.13494767,0.67240632,0.24769811,0.29156095,0.10893207,0.10569371,82758,98202,62.6,0.034710765,0.18262887
55,01-08-1992,199208,8,3,1992,83050.0,8070.0,7794.0,61224.0,23502.0,9169.0,8999.0,15864.0,0.097170383,0.093847081,0.73719448,0.19101746,0.28298616,0.11040337,0.10835641,83050,98595,62.7,0.029556632,0.17258279
56,01-09-1992,199209,9,3,1992,84452.0,8766.0,6523.0,61725.0,25837.0,9864.0,10311.0,15289.0,0.10379861,0.077239141,0.73088855,0.18103775,0.30593711,0.11680008,0.12209302,84452,100395,62.9,0.029459953,0.18913704
57,01-10-1992,199210,10,4,1992,84757.0,10671.0,6679.0,61431.0,26693.0,9598.0,10868.0,17350.0,0.1259011,0.078801751,0.72478968,0.20470285,0.31493565,0.11324138,0.1282254,84757,100846,63.1,0.029363751,0.20169428
58,01-11-1992,199211,11,4,1992,85493.0,10194.0,6935.0,63454.0,27879.0,10446.0,11685.0,17129.0,0.11923783,0.081117749,0.74221283,0.20035559,0.32609686,0.12218544,0.13667786,85493,101767,63.1,0.026016235,0.20391142
59,01-12-1992,199212,12,4,1992,84914.0,10033.0,6855.0,63026.0,28210.0,10557.0,11744.0,16888.0,0.11815484,0.08072874,0.74223334,0.19888358,0.33221847,0.12432579,0.13830464,84914,101025,63.2,0.025974035,0.20789269
60,01-01-1993,199301,1,1,1993,84940.0,10073.0,10948.0,54922.0,26884.0,9939.0,11356.0,21021.0,0.11858959,0.12889098,0.64659762,0.24748057,0.31650576,0.11701201,0.13369437,84940,101122,62.8,0.02280128,0.19949375
61,01-02-1993,199302,2,1,1993,89688.0,11658.0,5782.0,58666.0,31045.0,12888.0,14112.0,17440.0,0.12998395,0.064467937,0.65411204,0.19445188,0.34614441,0.14369816,0.15734546,89688,105604,63.2,0.024311185,0.20244625
62,01-03-1993,199303,3,1,1993,90799.0,12814.0,6430.0,64637.0,32054.0,12641.0,14394.0,19244.0,0.1411249,0.070815757,0.71186906,0.21194066,0.3530215,0.1392196,0.15852597,90799,107092,63.6,0.025806427,0.21380191
63,01-04-1993,199304,4,2,1993,91729.0,16942.0,7536.0,60391.0,34039.0,13673.0,15001.0,24478.0,0.18469623,0.082155041,0.65836322,0.26685128,0.37108222,0.14905864,0.16353607,91729,108050,64.3,0.025518298,0.22202358
64,01-05-1993,199305,5,2,1993,94217.0,10788.0,7138.0,68922.0,35175.0,14125.0,15612.0,17926.0,0.11450163,0.075761274,0.73152405,0.1902629,0.37334028,0.14991987,0.16570258,94217,111087,64.5,0.025437236,0.22342041
65,01-06-1993,199306,6,2,1993,94264.0,9307.0,7855.0,73354.0,35431.0,14870.0,16219.0,17162.0,0.098733343,0.083329797,0.77817619,0.18206315,0.3758699,0.15774845,0.17205933,94264,111072,64.5,0.025437236,0.21812145
66,01-07-1993,199307,7,3,1993,94821.0,9301.0,10611.0,68494.0,35967.0,14560.0,16072.0,19912.0,0.098090082,0.11190559,0.72235054,0.20999567,0.37931472,0.15355249,0.16949832,94821,111736,64.2,0.025559068,0.22576223
67,01-08-1993,199308,8,3,1993,94780.0,11441.0,8018.0,69831.0,35830.0,14067.0,16400.0,19459.0,0.12071112,0.084595904,0.73676938,0.20530702,0.37803334,0.14841738,0.17303228,94780,111577,64.5,0.0287081,0.22961596
68,01-09-1993,199309,9,3,1993,96495.0,10929.0,7171.0,70760.0,36572.0,14219.0,17086.0,18100.0,0.11325976,0.074314728,0.73330224,0.18757449,0.37900409,0.14735478,0.17706616,96495,113472,64.8,0.03020668,0.23164931
69,01-10-1993,199310,10,4,1993,96451.0,9323.0,8696.0,72660.0,36179.0,14762.0,17713.0,18019.0,0.09666048,0.090159774,0.75333589,0.18682025,0.37510237,0.15305181,0.18364766,96451,113796,64.7,0.025356531,0.22205056
70,01-11-1993,199311,11,4,1993,96331.0,8136.0,8551.0,75506.0,36226.0,15235.0,18228.0,16687.0,0.084458791,0.088766858,0.7838183,0.17322566,0.37605757,0.15815262,0.18922257,96331,113474,64.6,0.023771763,0.21790494
71,01-12-1993,199312,12,4,1993,97310.0,9828.0,6529.0,75565.0,35843.0,15329.0,18181.0,16357.0,0.10099681,0.067094855,0.77653891,0.16809167,0.36833829,0.15752749,0.18683589,97310,114457,64.7,0.023734212,0.2108108
72,01-01-1994,199401,1,1,1994,96405.0,11194.0,10743.0,69561.0,36193.0,15298.0,18948.0,21937.0,0.11611431,0.11143613,0.72154969,0.22755043,0.37542659,0.15868472,0.19654582,96405,113415,64.5,0.027070045,0.21674187
73,01-02-1994,199402,2,1,1994,93950.0,10619.0,6917.0,66244.0,35197.0,15663.0,19969.0,17536.0,0.11302821,0.073624268,0.70509845,0.18665248,0.37463546,0.16671634,0.21254922,93950,109226,64.8,0.025316477,0.20791912
74,01-03-1994,199403,3,1,1994,94589.0,9414.0,6286.0,70322.0,33987.0,16146.0,21226.0,15700.0,0.099525318,0.06645593,0.74344796,0.16598125,0.35931239,0.17069638,0.22440241,94589,109122,65.0,0.022012591,0.18861601
75,01-04-1994,199404,4,2,1994,94068.0,11080.0,7028.0,66778.0,32057.0,15915.0,21832.0,18108.0,0.11778713,0.074711911,0.70989072,0.19249904,0.34078538,0.16918612,0.23208743,94068,108186,65.5,0.018662572,0.17159927
76,01-05-1994,199405,5,2,1994,102551.0,10605.0,7540.0,70512.0,34716.0,18504.0,23556.0,18145.0,0.10341196,0.073524393,0.68757981,0.17693636,0.33852425,0.18043706,0.22970034,102551,119067,65.8,0.020155072,0.15808719
77,01-06-1994,199406,6,2,1994,102149.0,10203.0,7238.0,79862.0,34958.0,17426.0,23890.0,17441.0,0.099883504,0.070857279,0.78181869,0.17074078,0.34222558,0.17059393,0.23387405,102149,118695,65.8,0.020155072,0.17163165
78,01-07-1994,199407,7,3,1994,103741.0,8495.0,11791.0,76570.0,34973.0,18206.0,24366.0,20286.0,0.081886619,0.11365806,0.73808813,0.19554467,0.33711839,0.17549475,0.23487338,103741,120570,65.4,0.01869154,0.16162364
79,01-08-1994,199408,8,3,1994,93085.0,10048.0,6537.0,70865.0,31753.0,15506.0,22781.0,16585.0,0.10794435,0.07022614,0.76129347,0.17817049,0.34111834,0.16657893,0.2447333,93085,106634,65.7,0.018604636,0.1745394
80,01-09-1994,199409,9,3,1994,100875.0,8309.0,7057.0,69890.0,34774.0,17269.0,25004.0,15366.0,0.082369268,0.069957867,0.69283766,0.15232714,0.34472367,0.17119206,0.24787113,100875,116814,65.8,0.015432119,0.17353161
81,01-10-1994,199410,10,4,1994,99985.0,10311.0,10151.0,72184.0,35156.0,17370.0,24818.0,20462.0,0.10312547,0.10152523,0.72194827,0.2046507,0.35161275,0.17372605,0.24821724,99985,115660,65.7,0.015455961,0.17788669
82,01-11-1994,199411,11,4,1994,101255.0,9464.0,7387.0,78040.0,36512.0,17044.0,25185.0,16851.0,0.09346699,0.072954424,0.7707274,0.16642141,0.36059454,0.1683275,0.24872845,101255,117297,65.7,0.017027855,0.19226705
83,01-12-1994,199412,12,4,1994,100583.0,9977.0,6303.0,79241.0,36623.0,16928.0,25184.0,16280.0,0.09919171,0.062664665,0.787817,0.16185638,0.36410725,0.16829881,0.25038028,100583,116315,66.0,0.020092726,0.19580844
84,01-01-1995,199501,1,1,1995,99591.0,15347.0,8978.0,70549.0,37737.0,16205.0,24376.0,24325.0,0.15410027,0.09014871,0.70838732,0.24424897,0.37891978,0.16271551,0.24476108,99591,115148,66.0,0.023255825,0.21620427
85,01-02-1995,199502,2,1,1995,97294.0,17622.0,10808.0,50827.0,35487.0,14930.0,20016.0,28430.0,0.18112114,0.11108599,0.52240634,0.29220712,0.36473987,0.15345243,0.20572697,97294,110133,66.3,0.023148179,0.21128744
86,01-03-1995,199503,3,1,1995,100458.0,11267.0,5722.0,73721.0,36983.0,14774.0,21281.0,16989.0,0.11215632,0.056959126,0.73384899,0.16911545,0.36814389,0.14706643,0.21183978,100458,113822,66.7,0.026153803,0.22107746
87,01-04-1995,199504,4,2,1995,104970.0,11995.0,6964.0,74520.0,37339.0,15722.0,21064.0,18959.0,0.11427075,0.066342764,0.70991713,0.1806135,0.35571116,0.14977613,0.20066686,104970,119189,67.0,0.02290082,0.20593503
88,01-05-1995,199505,5,2,1995,107365.0,13353.0,6598.0,78304.0,41688.0,16473.0,22709.0,19951.0,0.12437014,0.06145392,0.72932518,0.18582405,0.38828295,0.1534299,0.21151213,107365,121754,67.4,0.024316072,0.23485306
89,01-06-1995,199506,6,2,1995,108547.0,9750.0,7197.0,84397.0,41480.0,16891.0,22750.0,16947.0,0.089822844,0.066303074,0.77751571,0.15612592,0.38213861,0.15561001,0.20958664,108547,123384,67.4,0.024316072,0.2265286
90,01-07-1995,199507,7,3,1995,108613.0,9972.0,10264.0,81251.0,43192.0,16727.0,21759.0,20236.0,0.091812216,0.094500661,0.74807805,0.18631287,0.39766878,0.15400551,0.20033513,108613,123162,67.1,0.025993943,0.24366327
91,01-08-1995,199508,8,3,1995,108330.0,10390.0,7602.0,83017.0,38698.0,14199.0,19862.0,17992.0,0.095910646,0.070174471,0.76633435,0.16608511,0.3572233,0.13107173,0.18334718,108330,122786,67.4,0.025875211,0.22615157
92,01-09-1995,199509,9,3,1995,108908.0,10918.0,6830.0,83504.0,42250.0,14732.0,22336.0,17748.0,0.10024975,0.062713481,0.76673889,0.16296324,0.38794211,0.13527013,0.20509054,108908,123415,67.7,0.028875351,0.25267196
93,01-10-1995,199510,10,4,1995,109153.0,10594.0,9549.0,81168.0,41936.0,14926.0,21963.0,20143.0,0.097056426,0.087482706,0.74361676,0.18453914,0.38419467,0.13674384,0.20121297,109153,123492,67.6,0.028919339,0.24745083
94,01-11-1995,199511,11,4,1995,110420.0,8850.0,7566.0,86902.0,42056.0,15294.0,22078.0,16416.0,0.080148526,0.068520196,0.78701323,0.14866872,0.38087302,0.13850752,0.19994566,110420,124808,67.6,0.028919339,0.24236551
95,01-12-1995,199512,12,4,1995,111222.0,11076.0,6587.0,87365.0,41996.0,15396.0,21670.0,17663.0,0.099584617,0.059223894,0.78550106,0.15880851,0.37758717,0.13842586,0.19483556,111222,125879,68.0,0.030303001,0.23916131
96,01-01-1996,199601,1,1,1996,119985.0,12469.0,10720.0,80260.0,40452.0,16058.0,20661.0,23189.0,0.10392132,0.089344501,0.66891694,0.19326583,0.33714214,0.13383339,0.17219652,119985,135408,67.8,0.027272701,0.20330875
97,01-02-1996,199602,2,1,1996,113968.0,12913.0,7725.0,63476.0,33482.0,12257.0,19425.0,20638.0,0.11330374,0.067782186,0.55696338,0.18108591,0.29378423,0.10754773,0.17044258,113968,128879,68.1,0.02714932,0.1862365
98,01-03-1996,199603,3,1,1996,115038.0,12508.0,7146.0,86589.0,34467.0,12368.0,20608.0,19654.0,0.10872929,0.062118605,0.75269914,0.17084789,0.29961404,0.1075123,0.17914081,115038,130055,68.4,0.025487304,0.19210175
99,01-04-1996,199604,4,2,1996,118115.0,13766.0,9166.0,83444.0,35996.0,13213.0,21704.0,22932.0,0.11654744,0.077602334,0.70646405,0.19414976,0.30475384,0.11186556,0.18375312,118115,133400,68.7,0.025373101,0.19288829
100,01-05-1996,199605,5,2,1996,121452.0,12975.0,8188.0,89766.0,37271.0,13707.0,22229.0,21163.0,0.10683233,0.067417577,0.73910683,0.1742499,0.30687845,0.1128594,0.18302704,121452,137447,68.9,0.022255182,0.19401905
101,01-06-1996,199606,6,2,1996,124177.0,11582.0,8023.0,94397.0,38402.0,13329.0,22461.0,19605.0,0.093270093,0.064609386,0.76018101,0.15787947,0.30925211,0.10733872,0.18087891,124177,141075,69.0,0.023738861,0.20191339
102,01-07-1996,199607,7,3,1996,124400.0,10383.0,14168.0,91240.0,38413.0,14114.0,21874.0,24551.0,0.08346463,0.11389068,0.73344052,0.1973553,0.30878618,0.11345659,0.17583601,124400,141114,68.6,0.022354722,0.19532959
103,01-08-1996,199608,8,3,1996,104973.0,10353.0,7947.0,78162.0,31485.0,12267.0,18122.0,18300.0,0.098625362,0.075705178,0.74459147,0.17433055,0.29993427,0.11685862,0.17263487,104973,115650,68.9,0.022255182,0.18307564
104,01-09-1996,199609,9,3,1996,104522.0,10597.0,6938.0,79331.0,30658.0,11996.0,18569.0,17535.0,0.10138535,0.06637837,0.75898856,0.16776372,0.29331625,0.1147701,0.17765638,104522,115367,69.3,0.023633718,0.17854615
105,01-10-1996,199610,10,4,1996,105150.0,9208.0,8922.0,79463.0,31096.0,12434.0,18845.0,18130.0,0.087570138,0.084850214,0.7557109,0.17242035,0.29572991,0.11825012,0.17922015,105150,116066,69.3,0.025147915,0.17747979
106,01-11-1996,199611,11,4,1996,104999.0,9432.0,6643.0,82880.0,31452.0,12288.0,19139.0,16075.0,0.08982943,0.063267268,0.78934085,0.15309669,0.29954571,0.11702969,0.18227793,104999,115843,69.3,0.025147915,0.18251601
107,01-12-1996,199612,12,4,1996,107403.0,9441.0,6860.0,83673.0,31843.0,12866.0,19433.0,16301.0,0.087902576,0.063871585,0.77905643,0.15177415,0.29648149,0.11979181,0.18093535,107403,118682,69.5,0.022058845,0.17668968
108,01-01-1997,199701,1,1,1997,104526.0,10296.0,12037.0,76171.0,31270.0,12893.0,18922.0,22333.0,0.098501809,0.11515795,0.72872776,0.21365976,0.29916,0.1233473,0.18102673,104526,115198,69.2,0.020648956,0.17581269
109,01-02-1997,199702,2,1,1997,101043.0,7255.0,5418.0,50112.0,23669.0,11338.0,16187.0,12673.0,0.071801111,0.053620737,0.49594727,0.12542185,0.23424681,0.11220966,0.16019912,101043,111216,69.4,0.01908958,0.12203715
110,01-03-1997,199703,3,1,1997,100281.0,9596.0,7176.0,78048.0,23766.0,12193.0,16686.0,16772.0,0.095691107,0.071558923,0.77829301,0.16725002,0.23699404,0.12158833,0.16639243,100281,110302,69.5,0.016081929,0.11540571
111,01-04-1997,199704,4,2,1997,103090.0,10179.0,7892.0,74765.0,24035.0,12455.0,17425.0,18071.0,0.098738968,0.07655447,0.72524005,0.17529343,0.23314579,0.12081676,0.16902706,103090,113726,69.8,0.016011596,0.11232903
112,01-05-1997,199705,5,2,1997,105208.0,10261.0,6361.0,80696.0,24657.0,12602.0,18150.0,16622.0,0.097530603,0.060461182,0.76701391,0.15799178,0.2343643,0.11978176,0.17251539,105208,116191,70.0,0.015965223,0.11458254
113,01-06-1997,199706,6,2,1997,106997.0,9459.0,6896.0,83644.0,24878.0,13062.0,19008.0,16355.0,0.08840435,0.064450406,0.78174156,0.15285476,0.23251119,0.12207819,0.17764984,106997,118238,70.2,0.017391324,0.110433
114,01-07-1997,199707,7,3,1997,106391.0,9539.0,12056.0,78642.0,24756.0,13316.0,18859.0,21595.0,0.08965984,0.11331785,0.73917907,0.2029777,0.23268886,0.12516096,0.17726123,106391,117317,69.9,0.018950462,0.1075279
115,01-08-1997,199708,8,3,1997,105872.0,11795.0,8180.0,79064.0,24470.0,12655.0,19410.0,19975.0,0.11140811,0.077263109,0.74678856,0.18867123,0.23112816,0.11953113,0.18333459,105872,116676,70.3,0.020319343,0.11159702
116,01-09-1997,199709,9,3,1997,106852.0,10408.0,7236.0,81887.0,24380.0,12116.0,19709.0,17644.0,0.097405754,0.06771984,0.76635909,0.16512559,0.22816606,0.11339048,0.18445139,106852,117704,70.6,0.018759012,0.11477558
117,01-10-1997,199710,10,4,1997,106288.0,9423.0,9000.0,82111.0,25313.0,12010.0,19430.0,18423.0,0.088655353,0.084675595,0.77253312,0.17333095,0.23815483,0.11299488,0.18280521,106288,117099,70.6,0.018759012,0.12515995
118,01-11-1997,199711,11,4,1997,106897.0,8524.0,7920.0,84875.0,24739.0,11912.0,20038.0,16444.0,0.079740308,0.074090011,0.79398859,0.15383032,0.23142838,0.11143437,0.18745147,106897,117659,70.6,0.018759012,0.11999401
