date,date3,quote_date,month,quarter,year,p,up,down,level,up12,down12,level12,change,up_sh,down_sh,level_sh,change_sh,up12_sh,down12_sh,level12_sh,obs_panel,obs,CPI,inflation,net12_sh
402,01-07-2021,202107,7,3,2021,112330.0,7984.0,8782.0,79264.0,27272.0,21710.0,29729.0,16766.0,0.071076296,0.078180358,0.70563519,0.14925666,0.24278465,0.19326983,0.26465771,112330,122056,111.3,0.020164967,0.049514815
403,01-08-2021,202108,8,3,2021,113160.0,10667.0,7535.0,86981.0,30004.0,20306.0,36276.0,18202.0,0.094264761,0.066587135,0.768655,0.1608519,0.2651467,0.17944503,0.32057264,113160,123477,112.1,0.032228351,0.085701674
404,01-09-2021,202109,9,3,2021,112555.0,11139.0,8165.0,85221.0,30316.0,19532.0,38005.0,19304.0,0.098964952,0.07254231,0.75714982,0.17150727,0.26934388,0.17353293,0.33765715,112555,122686,112.4,0.03024745,0.09581095
405,01-10-2021,202110,10,4,2021,112907.0,12062.0,7287.0,85573.0,32683.0,18194.0,37901.0,19349.0,0.10683128,0.064539842,0.75790697,0.17137113,0.28946832,0.16114147,0.33568335,112907,123103,113.6,0.041246533,0.12832685
406,01-11-2021,202111,11,4,2021,113471.0,11960.0,7177.0,86762.0,25628.0,13144.0,26689.0,19137.0,0.10540138,0.06324964,0.76461828,0.16865101,0.22585507,0.11583576,0.23520547,113471,123532,114.5,0.051423311,0.1100193
407,01-12-2021,202112,12,4,2021,113045.0,12561.0,7508.0,85560.0,30985.0,13772.0,28702.0,20069.0,0.11111505,0.066416033,0.75686675,0.17753108,0.27409437,0.12182759,0.25389889,113045,123086,115.1,0.054029346,0.15226679
408,01-01-2022,202201,1,1,2022,113696.0,13109.0,9685.0,82823.0,33740.0,13875.0,26236.0,22794.0,0.11529869,0.085183293,0.72846013,0.20048198,0.29675627,0.12203596,0.2307557,113696,123655,114.9,0.054128408,0.17472032
409,01-02-2022,202202,2,1,2022,112097.0,15345.0,7970.0,74850.0,34281.0,13862.0,23245.0,23315.0,0.13689037,0.07109914,0.66772527,0.20798951,0.30581549,0.12366076,0.20736505,112097,121928,115.8,0.0614115,0.18215473
410,01-03-2022,202203,3,1,2022,115216.0,13665.0,8043.0,83685.0,37548.0,13739.0,23289.0,21708.0,0.11860332,0.069808014,0.72633141,0.18841133,0.32589224,0.11924559,0.20213339,115216,125713,117.1,0.070383906,0.20664665
411,01-04-2022,202204,4,2,2022,116494.0,15108.0,9226.0,83758.0,38959.0,15611.0,22059.0,24334.0,0.12968908,0.079197213,0.71898979,0.2088863,0.33442923,0.1340069,0.18935739,116494,127157,120.0,0.089918256,0.20042233
412,01-05-2022,202205,5,2,2022,116627.0,17216.0,8279.0,84181.0,38600.0,13560.0,22481.0,25495.0,0.14761591,0.070986994,0.72179681,0.2186029,0.33096966,0.11626811,0.19275983,116627,127155,120.8,0.090252757,0.21470156
413,01-06-2022,202206,6,2,2022,116962.0,16182.0,8501.0,85197.0,44501.0,14157.0,24770.0,24683.0,0.13835263,0.072681725,0.72841609,0.21103436,0.380474,0.12103931,0.21177818,116962,127526,121.8,0.094339609,0.2594347
414,01-07-2022,202207,7,3,2022,116620.0,17709.0,9679.0,82414.0,51494.0,14593.0,25114.0,27388.0,0.15185218,0.082996055,0.7066884,0.23484823,0.44155377,0.1251329,0.215349,116620,127040,122.5,0.10062897,0.31642085
415,01-08-2022,202208,8,3,2022,114997.0,18400.0,8282.0,81076.0,53386.0,14213.0,23178.0,26682.0,0.16000417,0.072019272,0.7050271,0.23202345,0.4642382,0.12359453,0.20155309,114997,125392,123.1,0.09812665,0.34064367
416,01-09-2022,202209,9,3,2022,115008.0,15527.0,8470.0,82852.0,54695.0,13471.0,22203.0,23997.0,0.13500799,0.073647052,0.72040206,0.20865504,0.47557563,0.11713098,0.19305614,115008,125502,,,0.35844463
