Unnamed: 0,Date,type,value,area
533,01-Nov-13,southwest_error,-1.3165359,Southwest
534,01-Nov-13,england_error,-0.12911224,England
535,01-Dec-13,northwest_error,-0.41753387,Northwest
536,01-Dec-13,westmidlands_error,-1.9884491,Westmidlands
537,01-Dec-13,london_error,1.9900894,London
538,01-Dec-13,southwest_error,-1.4640427,Southwest
539,01-Dec-13,england_error,-0.17989349,England
540,01-Jan-14,northwest_error,-0.51338959,Northwest
541,01-Jan-14,westmidlands_error,-1.8101654,Westmidlands
542,01-Jan-14,london_error,1.9035721,London
543,01-Jan-14,southwest_error,-1.5164719,Southwest
544,01-Jan-14,england_error,-0.23569489,England
545,01-Feb-14,northwest_error,-0.6092453,Northwest
546,01-Feb-14,westmidlands_error,-1.9318848,Westmidlands
547,01-Feb-14,london_error,1.7170486,London
548,01-Feb-14,southwest_error,-1.6688995,Southwest
549,01-Feb-14,england_error,-0.39148712,England
550,01-Mar-14,northwest_error,-0.6958313,Northwest
551,01-Mar-14,westmidlands_error,-1.9418259,Westmidlands
552,01-Mar-14,london_error,1.7485733,London
553,01-Mar-14,southwest_error,-1.7065811,Southwest
554,01-Mar-14,england_error,-0.33220673,England
555,01-Apr-14,northwest_error,-0.69168854,Northwest
556,01-Apr-14,westmidlands_error,-1.9635468,Westmidlands
557,01-Apr-14,london_error,1.7620468,London
558,01-Apr-14,southwest_error,-1.6590118,Southwest
559,01-Apr-14,england_error,-0.38800812,England
560,01-May-14,northwest_error,-0.78445435,Northwest
561,01-May-14,westmidlands_error,-1.9813385,Westmidlands
562,01-May-14,london_error,1.881546,London
563,01-May-14,southwest_error,-1.8065186,Southwest
564,01-May-14,england_error,-0.43878174,England
565,01-Jun-14,northwest_error,-0.78031158,Northwest
566,01-Jun-14,westmidlands_error,-2.1030579,Westmidlands
567,01-Jun-14,london_error,1.7950211,London
568,01-Jun-14,southwest_error,-1.8589401,Southwest
569,01-Jun-14,england_error,-0.49458313,England
570,01-Jul-14,northwest_error,-0.87307739,Northwest
571,01-Jul-14,westmidlands_error,-2.0208511,Westmidlands
572,01-Jul-14,london_error,1.8145218,London
573,01-Jul-14,southwest_error,-1.8064575,Southwest
574,01-Jul-14,england_error,-0.44535065,England
575,01-Aug-14,northwest_error,-0.96893311,Northwest
576,01-Aug-14,westmidlands_error,-2.2425766,Westmidlands
577,01-Aug-14,london_error,1.8279953,London
578,01-Aug-14,southwest_error,-1.7588882,Southwest
579,01-Aug-14,england_error,-0.50115204,England
580,01-Sep-14,northwest_error,-0.96479034,Northwest
581,01-Sep-14,westmidlands_error,-2.2642899,Westmidlands
582,01-Sep-14,london_error,1.8414688,London
583,01-Sep-14,southwest_error,-1.9113159,Southwest
584,01-Sep-14,england_error,-0.55695343,England
585,01-Oct-14,northwest_error,-1.0575562,Northwest
586,01-Oct-14,westmidlands_error,-2.2820816,Westmidlands
587,01-Oct-14,london_error,1.960968,London
588,01-Oct-14,southwest_error,-1.8588181,Southwest
589,01-Oct-14,england_error,-0.50773621,England
590,01-Nov-14,northwest_error,-1.0534058,Northwest
591,01-Nov-14,westmidlands_error,-2.1038055,Westmidlands
592,01-Nov-14,london_error,1.9744415,London
593,01-Nov-14,southwest_error,-1.8112488,Southwest
594,01-Nov-14,england_error,-0.46353149,England
595,01-Dec-14,northwest_error,-1.0461731,Northwest
596,01-Dec-14,westmidlands_error,-2.1215973,Westmidlands
597,01-Dec-14,london_error,2.0939407,London
598,01-Dec-14,southwest_error,-1.7587585,Southwest
599,01-Dec-14,england_error,-0.31430817,England
600,01-Jan-15,northwest_error,-1.0420303,Northwest
601,01-Jan-15,westmidlands_error,-2.0433197,Westmidlands
602,01-Jan-15,london_error,2.4074173,London
603,01-Jan-15,southwest_error,-1.7111893,Southwest
604,01-Jan-15,england_error,-0.17010498,England
605,01-Feb-15,northwest_error,-1.137886,Northwest
606,01-Feb-15,westmidlands_error,-2.0650406,Westmidlands
607,01-Feb-15,london_error,2.5208969,London
608,01-Feb-15,southwest_error,-1.7636185,Southwest
609,01-Feb-15,england_error,-0.1259079,England
610,01-Mar-15,northwest_error,-1.224472,Northwest
611,01-Mar-15,westmidlands_error,-2.0749817,Westmidlands
612,01-Mar-15,london_error,2.65242,London
613,01-Mar-15,southwest_error,-1.8012924,Southwest
614,01-Mar-15,england_error,-0.066619873,England
615,01-Apr-15,northwest_error,-1.2203293,Northwest
616,01-Apr-15,westmidlands_error,-1.9966965,Westmidlands
617,01-Apr-15,london_error,2.7658997,London
618,01-Apr-15,southwest_error,-1.7537155,Southwest
619,01-Apr-15,england_error,-0.022422791,England
620,01-May-15,northwest_error,-1.3130951,Northwest
621,01-May-15,westmidlands_error,-1.9144897,Westmidlands
622,01-May-15,london_error,3.1853943,London
623,01-May-15,southwest_error,-1.8012314,Southwest
624,01-May-15,england_error,0.12680054,England
625,01-Jun-15,northwest_error,-1.4089508,Northwest
626,01-Jun-15,westmidlands_error,-1.8362045,Westmidlands
627,01-Jun-15,london_error,3.2988739,London
628,01-Jun-15,southwest_error,-1.8536606,Southwest
629,01-Jun-15,england_error,0.17100525,England
630,01-Jul-15,northwest_error,-1.4017181,Northwest
631,01-Jul-15,westmidlands_error,-1.7540054,Westmidlands
632,01-Jul-15,london_error,3.318367,London
633,01-Jul-15,southwest_error,-2.0011673,Southwest
634,01-Jul-15,england_error,0.120224,England
635,01-Aug-15,northwest_error,-1.2975693,Northwest
636,01-Aug-15,westmidlands_error,-1.7757263,Westmidlands
637,01-Aug-15,london_error,3.8318405,London
638,01-Aug-15,southwest_error,-1.8535919,Southwest
639,01-Aug-15,england_error,0.36442566,England
640,01-Sep-15,northwest_error,-1.393425,Northwest
641,01-Sep-15,westmidlands_error,-1.7974472,Westmidlands
642,01-Sep-15,london_error,3.7453232,London
643,01-Sep-15,southwest_error,-1.9060211,Southwest
644,01-Sep-15,england_error,0.40863037,England
645,01-Oct-15,northwest_error,-1.2861938,Northwest
646,01-Oct-15,westmidlands_error,-1.8152313,Westmidlands
647,01-Oct-15,london_error,3.7648163,London
648,01-Oct-15,southwest_error,-1.9535294,Southwest
649,01-Oct-15,england_error,0.45785522,England
650,01-Nov-15,northwest_error,-1.182045,Northwest
651,01-Nov-15,westmidlands_error,-1.8369522,Westmidlands
652,01-Nov-15,london_error,3.8782959,London
653,01-Nov-15,southwest_error,-1.9059525,Southwest
654,01-Nov-15,england_error,0.50205231,England
655,01-Dec-15,northwest_error,-1.1748123,Northwest
656,01-Dec-15,westmidlands_error,-1.7547531,Westmidlands
657,01-Dec-15,london_error,3.7977905,London
658,01-Dec-15,southwest_error,-2.2534714,Southwest
659,01-Dec-15,england_error,0.45128632,England
660,01-Jan-16,northwest_error,-1.1706696,Northwest
661,01-Jan-16,westmidlands_error,-1.6764679,Westmidlands
662,01-Jan-16,london_error,4.1112671,London
663,01-Jan-16,southwest_error,-2.2058945,Southwest
664,01-Jan-16,england_error,0.69548035,England
665,01-Feb-16,northwest_error,-1.2665329,Northwest
666,01-Feb-16,westmidlands_error,-1.6981888,Westmidlands
667,01-Feb-16,london_error,4.1247406,London
668,01-Feb-16,southwest_error,-2.1583252,Southwest
669,01-Feb-16,england_error,0.73968506,England
670,01-Mar-16,northwest_error,-1.2562027,Northwest
671,01-Mar-16,westmidlands_error,-1.6120529,Westmidlands
672,01-Mar-16,london_error,4.2502594,London
673,01-Mar-16,southwest_error,-2.0009155,Southwest
674,01-Mar-16,england_error,0.79393768,England
675,01-Apr-16,northwest_error,-1.2520599,Northwest
676,01-Apr-16,westmidlands_error,-1.6337738,Westmidlands
677,01-Apr-16,london_error,4.3637314,London
678,01-Apr-16,southwest_error,-2.0533447,Southwest
679,01-Apr-16,england_error,0.93814087,England
680,01-May-16,northwest_error,-1.2448196,Northwest
681,01-May-16,westmidlands_error,-1.6515656,Westmidlands
682,01-May-16,london_error,4.2832336,London
683,01-May-16,southwest_error,-2.0008545,Southwest
684,01-May-16,england_error,0.98736572,England
685,01-Jun-16,northwest_error,-1.340683,Northwest
686,01-Jun-16,westmidlands_error,-1.6732864,Westmidlands
687,01-Jun-16,london_error,4.1967087,London
688,01-Jun-16,southwest_error,-1.9532776,Southwest
689,01-Jun-16,england_error,0.93156433,England
690,01-Jul-16,northwest_error,-1.3334427,Northwest
691,01-Jul-16,westmidlands_error,-1.6910782,Westmidlands
692,01-Jul-16,london_error,4.1162033,London
693,01-Jul-16,southwest_error,-2.0007935,Southwest
694,01-Jul-16,england_error,0.88079071,England
695,01-Aug-16,northwest_error,-1.3293076,Northwest
696,01-Aug-16,westmidlands_error,-1.412796,Westmidlands
697,01-Aug-16,london_error,4.2296829,London
698,01-Aug-16,southwest_error,-1.6532211,Southwest
699,01-Aug-16,england_error,1.0249863,England
700,01-Sep-16,northwest_error,-1.2251663,Northwest
701,01-Sep-16,westmidlands_error,-1.3345184,Westmidlands
702,01-Sep-16,london_error,4.2431564,London
703,01-Sep-16,southwest_error,-1.5056534,Southwest
704,01-Sep-16,england_error,1.0691986,England
705,01-Oct-16,northwest_error,-1.1179276,Northwest
706,01-Oct-16,westmidlands_error,-1.0523148,Westmidlands
707,01-Oct-16,london_error,4.2626495,London
708,01-Oct-16,southwest_error,-1.353157,Southwest
709,01-Oct-16,england_error,1.1184158,England
710,01-Nov-16,northwest_error,-1.1137848,Northwest
711,01-Nov-16,westmidlands_error,-1.0740356,Westmidlands
712,01-Nov-16,london_error,4.0761261,London
713,01-Nov-16,southwest_error,-1.2055817,Southwest
714,01-Nov-16,england_error,1.1626129,England
715,01-Dec-16,northwest_error,-1.1065521,Northwest
716,01-Dec-16,westmidlands_error,-0.99182129,Westmidlands
717,01-Dec-16,london_error,3.9956284,London
718,01-Dec-16,southwest_error,-1.1530991,Southwest
719,01-Dec-16,england_error,1.2118454,England
720,01-Jan-17,northwest_error,-1.1024094,Northwest
721,01-Jan-17,westmidlands_error,-0.9135437,Westmidlands
722,01-Jan-17,london_error,4.1091003,London
723,01-Jan-17,southwest_error,-1.1055298,Southwest
724,01-Jan-17,england_error,1.2560425,England
725,01-Feb-17,northwest_error,-1.098259,Northwest
726,01-Feb-17,westmidlands_error,-0.83526611,Westmidlands
727,01-Feb-17,london_error,3.9225769,London
728,01-Feb-17,southwest_error,-1.1579514,Southwest
729,01-Feb-17,england_error,1.2002411,England
730,01-Mar-17,northwest_error,-1.0848389,Northwest
731,01-Mar-17,westmidlands_error,-0.94520569,Westmidlands
732,01-Mar-17,london_error,3.6541061,London
733,01-Mar-17,southwest_error,-1.1956253,Southwest
734,01-Mar-17,england_error,1.1595306,England
735,01-Apr-17,northwest_error,-1.0807037,Northwest
736,01-Apr-17,westmidlands_error,-0.766922,Westmidlands
737,01-Apr-17,london_error,3.5675812,London
738,01-Apr-17,southwest_error,-1.2480545,Southwest
739,01-Apr-17,england_error,1.1037292,England
740,01-May-17,northwest_error,-0.97346497,Northwest
741,01-May-17,westmidlands_error,-0.88471985,Westmidlands
742,01-May-17,london_error,3.5870819,London
743,01-May-17,southwest_error,-1.1955719,Southwest
744,01-May-17,england_error,1.052948,England
745,01-Jun-17,northwest_error,-0.9693222,Northwest
746,01-Jun-17,westmidlands_error,-0.80644226,Westmidlands
747,01-Jun-17,london_error,3.4005585,London
748,01-Jun-17,southwest_error,-1.3479996,Southwest
749,01-Jun-17,england_error,0.99714661,England
750,01-Jul-17,northwest_error,-1.062088,Northwest
751,01-Jul-17,westmidlands_error,-0.82422638,Westmidlands
752,01-Jul-17,london_error,3.4200516,London
753,01-Jul-17,southwest_error,-1.1955032,Southwest
754,01-Jul-17,england_error,1.0463791,England
755,01-Aug-17,northwest_error,-1.0579453,Northwest
756,01-Aug-17,westmidlands_error,-0.74594879,Westmidlands
757,01-Aug-17,london_error,3.2335281,London
758,01-Aug-17,southwest_error,-1.2479324,Southwest
759,01-Aug-17,england_error,0.9905777,England
760,01-Sep-17,northwest_error,-0.95380402,Northwest
761,01-Sep-17,westmidlands_error,-0.76766968,Westmidlands
762,01-Sep-17,london_error,3.0470047,London
763,01-Sep-17,southwest_error,-1.1003571,Southwest
764,01-Sep-17,england_error,0.93477631,England
765,01-Oct-17,northwest_error,-0.94657135,Northwest
766,01-Oct-17,westmidlands_error,-0.78546906,Westmidlands
767,01-Oct-17,london_error,2.8665009,London
768,01-Oct-17,southwest_error,-0.94787598,Southwest
769,01-Oct-17,england_error,0.88400269,England
770,01-Nov-17,northwest_error,-0.94242096,Northwest
771,01-Nov-17,westmidlands_error,-0.60718536,Westmidlands
772,01-Nov-17,london_error,2.5799789,London
773,01-Nov-17,southwest_error,-0.8003006,Southwest
774,01-Nov-17,england_error,0.82820129,England
775,01-Dec-17,northwest_error,-0.93518829,Northwest
776,01-Dec-17,westmidlands_error,-0.62497711,Westmidlands
777,01-Dec-17,london_error,2.1994705,London
778,01-Dec-17,southwest_error,-0.74781036,Southwest
779,01-Dec-17,england_error,0.6774292,England
780,01-Jan-18,northwest_error,-0.93104553,Northwest
781,01-Jan-18,westmidlands_error,-0.54669189,Westmidlands
782,01-Jan-18,london_error,2.1129532,London
783,01-Jan-18,southwest_error,-0.70023346,Southwest
784,01-Jan-18,england_error,0.62163544,England
785,01-Feb-18,northwest_error,-0.92690277,Northwest
786,01-Feb-18,westmidlands_error,-0.56841278,Westmidlands
787,01-Feb-18,london_error,1.8264236,London
788,01-Feb-18,southwest_error,-0.75266266,Southwest
789,01-Feb-18,england_error,0.56583405,England
790,01-Mar-18,northwest_error,-0.9134903,Northwest
791,01-Mar-18,westmidlands_error,-0.47835541,Westmidlands
792,01-Mar-18,london_error,1.5579529,London
793,01-Mar-18,southwest_error,-0.79033661,Southwest
794,01-Mar-18,england_error,0.42510986,England
795,01-Apr-18,northwest_error,-0.9093399,Northwest
796,01-Apr-18,westmidlands_error,-0.50007629,Westmidlands
797,01-Apr-18,london_error,1.3714294,London
798,01-Apr-18,southwest_error,-0.84276581,Southwest
799,01-Apr-18,england_error,0.36930847,England
800,01-May-18,northwest_error,-1.0021057,Northwest
801,01-May-18,westmidlands_error,-0.51786804,Westmidlands
802,01-May-18,london_error,1.1909256,London
803,01-May-18,southwest_error,-0.89027405,Southwest
804,01-May-18,england_error,0.31853485,England
805,01-Jun-18,northwest_error,-0.99796295,Northwest
806,01-Jun-18,westmidlands_error,-0.53958893,Westmidlands
807,01-Jun-18,london_error,1.0044022,London
808,01-Jun-18,southwest_error,-0.94270325,Southwest
809,01-Jun-18,england_error,0.26273346,England
810,01-Jul-18,northwest_error,-0.99073029,Northwest
811,01-Jul-18,westmidlands_error,-0.55738068,Westmidlands
812,01-Jul-18,london_error,0.92389679,London
813,01-Jul-18,southwest_error,-0.99021149,Southwest
814,01-Jul-18,england_error,0.21196747,England
815,01-Aug-18,northwest_error,-0.98658752,Northwest
816,01-Aug-18,westmidlands_error,-0.47910309,Westmidlands
817,01-Aug-18,london_error,0.83737946,London
818,01-Aug-18,southwest_error,-0.84263611,Southwest
819,01-Aug-18,england_error,0.15616608,England
820,01-Sep-18,northwest_error,-1.0824432,Northwest
821,01-Sep-18,westmidlands_error,-0.40081787,Westmidlands
822,01-Sep-18,london_error,0.65085602,London
823,01-Sep-18,southwest_error,-0.89506531,Southwest
824,01-Sep-18,england_error,0.10036469,England
825,01-Oct-18,northwest_error,-1.0752106,Northwest
826,01-Oct-18,westmidlands_error,-0.31861877,Westmidlands
827,01-Oct-18,london_error,0.47035217,London
828,01-Oct-18,southwest_error,-0.8425827,Southwest
829,01-Oct-18,england_error,0.049591064,England
830,01-Nov-18,northwest_error,-1.0710602,Northwest
831,01-Nov-18,westmidlands_error,-0.14033508,Westmidlands
832,01-Nov-18,london_error,0.28382874,London
833,01-Nov-18,southwest_error,-0.99501038,Southwest
834,01-Nov-18,england_error,-0.006210327,England
835,01-Dec-18,northwest_error,-1.0638275,Northwest
836,01-Dec-18,westmidlands_error,-0.058128357,Westmidlands
837,01-Dec-18,london_error,0.20332336,London
838,01-Dec-18,southwest_error,-0.84251404,Southwest
839,01-Dec-18,england_error,0.043022156,England
840,01-Jan-19,northwest_error,-0.95968628,Northwest
841,01-Jan-19,westmidlands_error,-0.17984772,Westmidlands
842,01-Jan-19,london_error,0.016799927,London
843,01-Jan-19,southwest_error,-0.69494629,Southwest
844,01-Jan-19,england_error,-0.11277771,England
845,01-Feb-19,northwest_error,-0.85553741,Northwest
846,01-Feb-19,westmidlands_error,-0.1015625,Westmidlands
847,01-Feb-19,london_error,-0.069725037,London
848,01-Feb-19,southwest_error,-0.64736938,Southwest
849,01-Feb-19,england_error,-0.068580627,England
850,01-Mar-19,northwest_error,-0.84212494,Northwest
851,01-Mar-19,westmidlands_error,-0.21150208,Westmidlands
852,01-Mar-19,london_error,-0.13819885,London
853,01-Mar-19,southwest_error,-0.68505096,Southwest
854,01-Mar-19,england_error,-0.10930634,England
855,01-Apr-19,northwest_error,-0.7379837,Northwest
856,01-Apr-19,westmidlands_error,-0.13322449,Westmidlands
857,01-Apr-19,london_error,-0.22472382,London
858,01-Apr-19,southwest_error,-0.73748016,Southwest
859,01-Apr-19,england_error,-0.1651001,England
860,01-May-19,northwest_error,-0.73075104,Northwest
861,01-May-19,westmidlands_error,-0.45101929,Westmidlands
862,01-May-19,london_error,-0.10522461,London
863,01-May-19,southwest_error,-0.58498383,Southwest
864,01-May-19,england_error,-0.11587524,England
865,01-Jun-19,northwest_error,-0.72660065,Northwest
866,01-Jun-19,westmidlands_error,-0.3727417,Westmidlands
867,01-Jun-19,london_error,-0.29174805,London
868,01-Jun-19,southwest_error,-0.63741302,Southwest
869,01-Jun-19,england_error,-0.17167664,England
870,01-Jul-19,northwest_error,-0.71936798,Northwest
871,01-Jul-19,westmidlands_error,-0.39053345,Westmidlands
872,01-Jul-19,london_error,-0.27225494,London
873,01-Jul-19,southwest_error,-0.58493042,Southwest
874,01-Jul-19,england_error,-0.22245026,England
875,01-Aug-19,northwest_error,-0.71522522,Northwest
876,01-Aug-19,westmidlands_error,-0.31224823,Westmidlands
877,01-Aug-19,london_error,-0.55877686,London
878,01-Aug-19,southwest_error,-0.53735352,Southwest
879,01-Aug-19,england_error,-0.27824402,England
880,01-Sep-19,northwest_error,-0.81108093,Northwest
881,01-Sep-19,westmidlands_error,-0.33396912,Westmidlands
882,01-Sep-19,london_error,-0.64530182,London
883,01-Sep-19,southwest_error,-0.48978424,Southwest
884,01-Sep-19,england_error,-0.33404541,England
885,01-Oct-19,northwest_error,-0.90384674,Northwest
886,01-Oct-19,westmidlands_error,-0.25177002,Westmidlands
887,01-Oct-19,london_error,-0.72579956,London
888,01-Oct-19,southwest_error,-0.3372879,Southwest
889,01-Oct-19,england_error,-0.28482056,England
890,01-Nov-19,northwest_error,-0.89970398,Northwest
891,01-Nov-19,westmidlands_error,-0.1734848,Westmidlands
892,01-Nov-19,london_error,-0.81232452,London
893,01-Nov-19,southwest_error,-0.28971863,Southwest
894,01-Nov-19,england_error,-0.34062195,England
895,01-Dec-19,northwest_error,-0.89247131,Northwest
896,01-Dec-19,westmidlands_error,-0.091278076,Westmidlands
897,01-Dec-19,london_error,-0.79283142,London
898,01-Dec-19,southwest_error,-0.23722839,Southwest
899,01-Dec-19,england_error,-0.29138947,England
900,01-Jan-20,northwest_error,-0.98832703,Northwest
901,01-Jan-20,westmidlands_error,0.18700409,Westmidlands
902,01-Jan-20,london_error,-0.87935638,London
903,01-Jan-20,southwest_error,0.11034393,Southwest
904,01-Jan-20,england_error,-0.24719238,England
905,01-Feb-20,northwest_error,-0.98418427,Northwest
906,01-Feb-20,westmidlands_error,0.1652832,Westmidlands
907,01-Feb-20,london_error,-1.0658798,London
908,01-Feb-20,southwest_error,0.057914734,Southwest
909,01-Feb-20,england_error,-0.40299225,England
910,01-Mar-20,northwest_error,-0.97385406,Northwest
911,01-Mar-20,westmidlands_error,0.05141449,Westmidlands
912,01-Mar-20,london_error,-1.0403595,London
913,01-Mar-20,southwest_error,0.015319824,Southwest
914,01-Mar-20,england_error,-0.34873962,England
915,01-Apr-20,northwest_error,-0.9697113,Northwest
916,01-Apr-20,westmidlands_error,0.32969666,Westmidlands
917,01-Apr-20,london_error,-1.1268845,London
918,01-Apr-20,southwest_error,0.26289368,Southwest
919,01-Apr-20,england_error,-0.40454102,England
920,01-May-20,northwest_error,-0.76247406,Northwest
921,01-May-20,westmidlands_error,0.41190338,Westmidlands
922,01-May-20,london_error,-1.1073914,London
923,01-May-20,southwest_error,0.31538391,Southwest
924,01-May-20,england_error,-0.35531616,England
925,01-Jun-20,northwest_error,-0.7583313,Northwest
926,01-Jun-20,westmidlands_error,0.3901825,Westmidlands
927,01-Jun-20,london_error,-1.1939087,London
928,01-Jun-20,southwest_error,0.36296082,Southwest
929,01-Jun-20,england_error,-0.41111755,England
930,01-Jul-20,northwest_error,-0.75109863,Northwest
931,01-Jul-20,westmidlands_error,0.47238922,Westmidlands
932,01-Jul-20,london_error,-1.3744125,London
933,01-Jul-20,southwest_error,0.31545258,Southwest
934,01-Jul-20,england_error,-0.46188354,England
935,01-Aug-20,northwest_error,-0.6469574,Northwest
936,01-Aug-20,westmidlands_error,0.55066681,Westmidlands
937,01-Aug-20,london_error,-1.360939,London
938,01-Aug-20,southwest_error,0.36302185,Southwest
939,01-Aug-20,england_error,-0.51768494,England
940,01-Sep-20,northwest_error,-0.54281616,Northwest
941,01-Sep-20,westmidlands_error,0.7289505,Westmidlands
942,01-Sep-20,london_error,-1.447464,London
943,01-Sep-20,southwest_error,0.41059875,Southwest
944,01-Sep-20,england_error,-0.47348785,England
945,01-Oct-20,northwest_error,-0.5355835,Northwest
946,01-Oct-20,westmidlands_error,0.81115723,Westmidlands
947,01-Oct-20,london_error,-2.0279694,London
948,01-Oct-20,southwest_error,0.46308136,Southwest
949,01-Oct-20,england_error,-0.62425995,England
950,01-Nov-20,northwest_error,-0.43144226,Northwest
951,01-Nov-20,westmidlands_error,0.88944244,Westmidlands
952,01-Nov-20,london_error,-1.9144897,London
953,01-Nov-20,southwest_error,0.51065063,Southwest
954,01-Nov-20,england_error,-0.68006134,England
955,01-Dec-20,northwest_error,-0.42420197,Northwest
956,01-Dec-20,westmidlands_error,0.87164307,Westmidlands
957,01-Dec-20,london_error,-1.9949951,London
958,01-Dec-20,southwest_error,0.76314545,Southwest
959,01-Dec-20,england_error,-0.63082886,England
960,01-Jan-21,northwest_error,-0.22006226,Northwest
961,01-Jan-21,westmidlands_error,0.74992371,Westmidlands
962,01-Jan-21,london_error,-2.1815186,London
963,01-Jan-21,southwest_error,0.71071625,Southwest
964,01-Jan-21,england_error,-0.78662872,England
965,01-Feb-21,northwest_error,-0.11591339,Northwest
966,01-Feb-21,westmidlands_error,0.72820282,Westmidlands
967,01-Feb-21,london_error,-2.4680405,London
968,01-Feb-21,southwest_error,0.85829163,Southwest
969,01-Feb-21,england_error,-0.74243164,England
970,01-Mar-21,northwest_error,-0.002494812,Northwest
971,01-Mar-21,westmidlands_error,0.71826172,Westmidlands
972,01-Mar-21,london_error,-2.6365128,London
973,01-Mar-21,southwest_error,1.0206146,Southwest
974,01-Mar-21,england_error,-0.88315582,England
975,01-Apr-21,northwest_error,0.10164642,Northwest
976,01-Apr-21,westmidlands_error,1.1965408,Westmidlands
977,01-Apr-21,london_error,-3.2230377,London
978,01-Apr-21,southwest_error,1.0681839,Southwest
979,01-Apr-21,england_error,-0.93895721,England
980,01-May-21,northwest_error,0.20888519,Northwest
981,01-May-21,westmidlands_error,1.3787537,Westmidlands
982,01-May-21,london_error,-3.4035416,London
983,01-May-21,southwest_error,1.1206741,Southwest
984,01-May-21,england_error,-0.98972321,England
985,01-Jun-21,northwest_error,0.21302032,Northwest
986,01-Jun-21,westmidlands_error,1.6570358,Westmidlands
987,01-Jun-21,london_error,-3.4900665,London
988,01-Jun-21,southwest_error,1.168251,Southwest
989,01-Jun-21,england_error,-0.94552612,England
990,01-Jul-21,northwest_error,0.32025909,Northwest
991,01-Jul-21,westmidlands_error,1.6392365,Westmidlands
992,01-Jul-21,london_error,-3.6705704,London
993,01-Jul-21,southwest_error,1.3207321,Southwest
994,01-Jul-21,england_error,-0.99629974,England
995,01-Aug-21,northwest_error,0.5243988,Northwest
996,01-Aug-21,westmidlands_error,1.6175156,Westmidlands
997,01-Aug-21,london_error,-3.9570923,London
998,01-Aug-21,southwest_error,1.568306,Southwest
999,01-Aug-21,england_error,-0.95209503,England
1000,01-Sep-21,northwest_error,0.72854614,Northwest
1001,01-Sep-21,westmidlands_error,1.7957993,Westmidlands
1002,01-Sep-21,london_error,-3.9436111,London
1003,01-Sep-21,southwest_error,1.7158813,Southwest
1004,01-Sep-21,england_error,-0.90789795,England
1005,01-Oct-21,northwest_error,0.93577576,Northwest
1006,01-Oct-21,westmidlands_error,1.878006,Westmidlands
1007,01-Oct-21,london_error,-4.0241165,London
1008,01-Oct-21,southwest_error,2.0683746,Southwest
1009,01-Oct-21,england_error,-0.75866699,England
1010,01-Nov-21,northwest_error,1.2399216,Northwest
1011,01-Nov-21,westmidlands_error,2.2562866,Westmidlands
1012,01-Nov-21,london_error,-4.21064,London
1013,01-Nov-21,southwest_error,2.2159424,Southwest
1014,01-Nov-21,england_error,-0.71446991,England
1015,01-Dec-21,northwest_error,1.6471558,Northwest
1016,01-Dec-21,westmidlands_error,2.5384903,Westmidlands
1017,01-Dec-21,london_error,-4.3911438,London
1018,01-Dec-21,southwest_error,2.4684296,Southwest
1019,01-Dec-21,england_error,-0.56523895,England
1020,01-Jan-22,northwest_error,1.9513016,Northwest
1021,01-Jan-22,westmidlands_error,2.8167725,Westmidlands
1022,01-Jan-22,london_error,-4.3776703,London
1023,01-Jan-22,southwest_error,2.9160004,Southwest
1024,01-Jan-22,england_error,-0.4210434,England
1025,01-Feb-22,northwest_error,2.1554413,Northwest
1026,01-Feb-22,westmidlands_error,2.89505,Westmidlands
1027,01-Feb-22,london_error,-4.3641891,London
1028,01-Feb-22,southwest_error,2.9635773,Southwest
1029,01-Feb-22,england_error,-0.27684021,England
1030,01-Mar-22,northwest_error,2.368866,Northwest
1031,01-Mar-22,westmidlands_error,2.9851151,Westmidlands
1032,01-Mar-22,london_error,-4.432663,London
1033,01-Mar-22,southwest_error,3.1259003,Southwest
1034,01-Mar-22,england_error,-0.21756744,England
1035,01-Apr-22,northwest_error,2.6730042,Northwest
1036,01-Apr-22,westmidlands_error,3.1633911,Westmidlands
1037,01-Apr-22,london_error,-4.2191849,London
1038,01-Apr-22,southwest_error,3.4734726,Southwest
1039,01-Apr-22,england_error,0.026634216,England
1040,01-May-22,northwest_error,2.8802338,Northwest
1041,01-May-22,westmidlands_error,3.4456024,Westmidlands
1042,01-May-22,london_error,-3.9996948,London
1043,01-May-22,southwest_error,3.8259583,Southwest
1044,01-May-22,england_error,0.27586365,England
1045,01-Jun-22,northwest_error,3.1843796,Northwest
1046,01-Jun-22,westmidlands_error,3.7238846,Westmidlands
1047,01-Jun-22,london_error,-3.7862167,London
1048,01-Jun-22,southwest_error,3.9735336,Southwest
1049,01-Jun-22,england_error,0.4200592,England
1050,01-Jul-22,northwest_error,3.4916153,Northwest
1051,01-Jul-22,westmidlands_error,3.9060822,Westmidlands
1052,01-Jul-22,london_error,-3.5667191,London
1053,01-Jul-22,southwest_error,4.12603,Southwest
1054,01-Jul-22,england_error,0.66928864,England
1055,01-Aug-22,northwest_error,3.8957596,Northwest
1056,01-Aug-22,westmidlands_error,4.0843658,Westmidlands
1057,01-Aug-22,london_error,-3.353241,London
1058,01-Aug-22,southwest_error,4.6735992,Southwest
1059,01-Aug-22,england_error,0.9134903,England
1060,01-Sep-22,northwest_error,4.2999039,Northwest
1061,01-Sep-22,westmidlands_error,4.562645,Westmidlands
1062,01-Sep-22,london_error,-3.1397629,London
